iso3,year,event_month,conflict_events_total,conflict_fatalities_best,conflict_fatalities_high,conflict_fatalities_low,conflict_state_based_events,conflict_non_state_events,conflict_one_sided_events,conflict_any_event,period
MLI,2013,10,2,11,11,11,2,0,0,1,2013-10
MLI,2013,11,3,7,8,7,2,0,1,1,2013-11
MLI,2013,12,1,19,19,19,1,0,0,1,2013-12
MLI,2014,1,1,11,11,11,1,0,0,1,2014-01
MLI,2014,2,1,30,30,30,0,1,0,1,2014-02
MLI,2014,3,1,12,12,12,1,0,0,1,2014-03
MLI,2014,4,4,17,45,17,4,0,0,1,2014-04
MLI,2014,5,2,94,102,94,2,0,0,1,2014-05
MLI,2014,6,1,1,1,1,1,0,0,1,2014-06
MLI,2014,7,7,70,133,70,2,5,0,1,2014-07
MLI,2014,8,1,3,3,3,1,0,0,1,2014-08
MLI,2014,9,5,8,13,6,3,0,2,1,2014-09
MLI,2014,10,5,35,35,35,5,0,0,1,2014-10
MLI,2014,11,1,4,4,4,0,1,0,1,2014-11
MLI,2014,12,1,6,7,6,1,0,0,1,2014-12
MLI,2015,1,12,67,94,59,9,2,1,1,2015-01
MLI,2015,2,2,9,9,9,2,0,0,1,2015-02
MLI,2015,3,4,6,6,6,3,0,1,1,2015-03
MLI,2015,4,6,31,31,31,6,0,0,1,2015-04
MLI,2015,5,8,32,50,31,7,1,0,1,2015-05
MLI,2015,6,4,18,19,18,4,0,0,1,2015-06
MLI,2015,7,4,15,40,15,4,0,0,1,2015-07
MLI,2015,8,5,20,22,18,5,0,0,1,2015-08
MLI,2015,9,3,9,10,9,3,0,0,1,2015-09
MLI,2015,10,1,0,7,0,1,0,0,1,2015-10
MLI,2015,11,1,3,3,3,1,0,0,1,2015-11
MLI,2015,12,5,46,55,46,2,3,0,1,2015-12
MLI,2016,1,4,6,10,6,3,0,1,1,2016-01
MLI,2016,2,8,20,29,20,7,0,1,1,2016-02
MLI,2016,3,3,3,7,3,3,0,0,1,2016-03
MLI,2016,4,5,8,12,8,5,0,0,1,2016-04
MLI,2016,5,5,36,56,36,3,1,1,1,2016-05
MLI,2016,6,3,5,5,5,3,0,0,1,2016-06
MLI,2016,7,8,60,79,59,2,6,0,1,2016-07
MLI,2016,8,5,20,52,20,3,2,0,1,2016-08
MLI,2016,9,3,13,13,13,2,1,0,1,2016-09
MLI,2016,10,2,8,8,8,2,0,0,1,2016-10
MLI,2016,11,3,9,9,9,3,0,0,1,2016-11
MLI,2016,12,4,10,11,10,2,1,1,1,2016-12
MLI,2017,1,10,95,104,95,8,1,1,1,2017-01
MLI,2017,2,9,39,53,39,7,0,2,1,2017-02
MLI,2017,3,10,37,64,35,8,1,1,1,2017-03
MLI,2017,4,7,29,47,29,6,1,0,1,2017-04
MLI,2017,5,7,40,46,40,6,0,1,1,2017-05
MLI,2017,6,12,78,136,78,7,2,3,1,2017-06
MLI,2017,7,21,115,207,104,11,8,2,1,2017-07
MLI,2017,8,6,32,32,32,5,1,0,1,2017-08
MLI,2017,9,12,33,49,33,11,1,0,1,2017-09
MLI,2017,10,14,60,60,60,10,2,2,1,2017-10
MLI,2017,11,10,32,65,25,8,0,2,1,2017-11
MLI,2017,12,9,22,27,22,8,0,1,1,2017-12
MLI,2018,1,14,77,81,51,10,3,1,1,2018-01
MLI,2018,2,24,111,122,106,16,2,6,1,2018-02
MLI,2018,3,36,164,227,164,20,6,10,1,2018-03
MLI,2018,4,24,142,157,140,12,7,5,1,2018-04
MLI,2018,5,27,141,168,131,2,7,18,1,2018-05
MLI,2018,6,31,132,173,123,12,5,14,1,2018-06
MLI,2018,7,18,143,157,134,6,6,6,1,2018-07
MLI,2018,8,9,34,40,23,3,1,5,1,2018-08
MLI,2018,9,9,72,72,47,4,1,4,1,2018-09
MLI,2018,10,12,43,46,43,6,2,4,1,2018-10
MLI,2018,11,15,85,89,80,7,2,6,1,2018-11
MLI,2018,12,17,137,169,137,5,3,9,1,2018-12
MLI,2019,1,15,147,148,147,8,2,5,1,2019-01
MLI,2019,2,23,115,152,103,13,4,6,1,2019-02
MLI,2019,3,17,224,257,224,8,3,6,1,2019-03
MLI,2019,4,23,61,116,51,19,2,2,1,2019-04
MLI,2019,5,16,67,67,67,7,4,5,1,2019-05
MLI,2019,6,30,185,303,185,16,4,10,1,2019-06
MLI,2019,7,13,59,70,45,5,1,7,1,2019-07
MLI,2019,8,11,27,27,24,5,0,6,1,2019-08
MLI,2019,9,14,106,116,101,8,1,5,1,2019-09
MLI,2019,10,11,23,24,23,6,3,2,1,2019-10
MLI,2019,11,12,142,146,141,11,1,0,1,2019-11
MLI,2019,12,14,71,101,71,10,2,2,1,2019-12
MLI,2020,1,18,145,148,145,13,0,5,1,2020-01
MLI,2020,2,34,175,248,129,18,1,15,1,2020-02
MLI,2020,3,32,368,370,348,11,7,14,1,2020-03
MLI,2020,4,26,173,184,153,15,8,3,1,2020-04
MLI,2020,5,24,92,149,86,12,5,7,1,2020-05
MLI,2020,6,14,118,124,109,10,0,4,1,2020-06
MLI,2020,7,14,74,77,74,6,1,7,1,2020-07
MLI,2020,8,11,47,49,47,9,2,0,1,2020-08
MLI,2020,9,14,42,45,36,10,0,4,1,2020-09
MLI,2020,10,18,160,179,159,10,4,4,1,2020-10
MLI,2020,11,14,89,98,86,6,2,6,1,2020-11
MLI,2020,12,15,60,65,60,8,6,1,1,2020-12
MLI,2021,1,19,115,126,112,15,1,3,1,2021-01
MLI,2021,2,21,105,121,105,14,2,5,1,2021-02
MLI,2021,3,29,130,173,130,17,7,5,1,2021-03
MLI,2021,4,21,205,228,205,13,7,1,1,2021-04
MLI,2021,5,20,64,78,64,12,3,5,1,2021-05
MLI,2021,6,12,46,56,46,9,1,2,1,2021-06
MLI,2021,7,12,49,55,49,6,4,2,1,2021-07
MLI,2021,8,23,161,211,158,7,10,6,1,2021-08
MLI,2021,9,14,39,46,39,8,5,1,1,2021-09
MLI,2021,10,20,164,219,158,11,5,4,1,2021-10
MLI,2021,11,7,40,42,40,5,2,0,1,2021-11
MLI,2021,12,17,169,183,126,14,1,2,1,2021-12
MLI,2022,1,31,188,191,186,20,3,8,1,2022-01
MLI,2022,2,22,205,208,204,13,4,5,1,2022-02
MLI,2022,3,78,1365,1592,1360,33,14,31,1,2022-03
MLI,2022,4,19,149,155,149,14,0,5,1,2022-04
MLI,2022,5,34,214,292,214,15,6,13,1,2022-05
MLI,2022,6,34,323,439,289,23,6,5,1,2022-06
MLI,2022,7,28,116,143,114,21,2,5,1,2022-07
MLI,2022,8,38,274,285,274,26,4,8,1,2022-08
MLI,2022,9,20,134,151,118,10,4,6,1,2022-09
MLI,2022,10,42,262,379,262,29,10,3,1,2022-10
MLI,2022,11,38,137,173,135,23,7,8,1,2022-11
MLI,2022,12,25,289,454,235,5,12,8,1,2022-12
MLI,2023,1,26,163,165,163,14,3,9,1,2023-01
MLI,2023,2,33,158,227,158,19,4,10,1,2023-02
MLI,2023,3,19,125,139,125,11,4,4,1,2023-03
MLI,2023,4,21,133,174,133,15,1,5,1,2023-04
MLI,2023,5,22,97,104,97,13,5,4,1,2023-05
MLI,2023,6,18,92,250,86,7,3,8,1,2023-06
MLI,2023,7,31,247,370,241,14,9,8,1,2023-07
MLI,2023,8,27,163,205,156,12,3,12,1,2023-08
MLI,2023,9,26,354,472,354,20,1,5,1,2023-09
MLI,2023,10,43,163,261,163,23,1,19,1,2023-10
MLI,2023,11,30,210,258,210,18,1,11,1,2023-11
MLI,2023,12,24,213,272,201,18,0,6,1,2023-12
MLI,2024,1,36,181,226,179,15,3,18,1,2024-01
MLI,2024,2,30,168,193,165,18,3,9,1,2024-02
MLI,2024,3,43,143,258,141,23,5,15,1,2024-03
MLI,2024,4,42,158,255,152,24,3,15,1,2024-04
MLI,2024,5,40,213,258,210,24,1,15,1,2024-05
MLI,2024,6,30,100,193,99,11,2,17,1,2024-06
MLI,2024,7,29,210,310,191,13,2,14,1,2024-07
MLI,2024,8,28,128,149,113,15,1,12,1,2024-08
MLI,2024,9,27,164,195,164,13,6,8,1,2024-09
MLI,2024,10,52,182,269,144,31,4,17,1,2024-10
MLI,2024,11,36,125,164,111,12,3,21,1,2024-11
MLI,2024,12,54,129,174,114,25,6,23,1,2024-12
MLT,1995,10,1,0,1,0,1,0,0,1,1995-10
MMR,1989,1,1,3,0,0,1,0,0,1,1989-01
MMR,1989,2,6,664,798,214,5,0,1,1,1989-02
MMR,1989,3,5,320,479,306,5,0,0,1,1989-03
MMR,1989,4,3,55,146,50,3,0,0,1,1989-04
MMR,1989,5,6,179,342,93,6,0,0,1,1989-05
MMR,1989,6,4,31,31,11,2,0,2,1,1989-06
MMR,1989,7,8,57,87,57,7,0,1,1,1989-07
MMR,1989,11,1,1,1,1,1,0,0,1,1989-11
MMR,1989,12,3,224,259,36,3,0,0,1,1989-12
MMR,1990,1,9,223,224,223,9,0,0,1,1990-01
MMR,1990,2,7,298,353,166,3,3,1,1,1990-02
MMR,1990,3,2,64,64,64,2,0,0,1,1990-03
MMR,1990,4,4,174,174,174,2,0,2,1,1990-04
MMR,1990,5,1,6,6,6,1,0,0,1,1990-05
MMR,1990,6,1,2,2,2,0,1,0,1,1990-06
MMR,1990,7,1,12,12,12,0,0,1,1,1990-07
MMR,1990,8,2,7,12,7,0,0,2,1,1990-08
MMR,1990,9,2,6,6,6,2,0,0,1,1990-09
MMR,1990,10,1,2,2,2,0,0,1,1,1990-10
MMR,1990,11,2,2,2,2,0,0,2,1,1990-11
MMR,1991,1,6,257,257,257,2,1,3,1,1991-01
MMR,1991,3,3,158,158,103,3,0,0,1,1991-03
MMR,1991,4,1,1,1,1,0,0,1,1,1991-04
MMR,1991,5,2,2,2,2,0,0,2,1,1991-05
MMR,1991,6,1,42,42,42,1,0,0,1,1991-06
MMR,1991,8,3,16,16,16,2,0,1,1,1991-08
MMR,1991,9,5,96,100,96,3,0,2,1,1991-09
MMR,1991,10,4,49,49,49,4,0,0,1,1991-10
MMR,1991,11,1,220,340,220,1,0,0,1,1991-11
MMR,1991,12,6,534,534,534,5,1,0,1,1991-12
MMR,1992,1,11,409,500,409,8,0,3,1,1992-01
MMR,1992,2,10,190,205,168,2,0,8,1,1992-02
MMR,1992,3,9,631,700,596,8,0,1,1,1992-03
MMR,1992,4,2,19,37,19,0,0,2,1,1992-04
MMR,1992,8,3,363,363,363,3,0,0,1,1992-08
MMR,1992,9,3,36,36,36,3,0,0,1,1992-09
MMR,1992,10,3,21,21,19,3,0,0,1,1992-10
MMR,1992,11,4,80,80,80,4,0,0,1,1992-11
MMR,1993,3,3,4,4,4,2,0,1,1,1993-03
MMR,1993,4,1,6,6,6,1,0,0,1,1993-04
MMR,1993,5,1,9,9,9,1,0,0,1,1993-05
MMR,1993,6,1,11,11,11,1,0,0,1,1993-06
MMR,1993,7,2,91,91,91,1,0,1,1,1993-07
MMR,1993,9,1,1,1,1,0,0,1,1,1993-09
MMR,1993,12,3,23,123,23,2,0,1,1,1993-12
MMR,1994,1,7,43,37,33,2,0,5,1,1994-01
MMR,1994,2,4,10,10,10,1,0,3,1,1994-02
MMR,1994,3,10,99,99,99,2,0,8,1,1994-03
MMR,1994,5,25,491,949,491,22,0,3,1,1994-05
MMR,1994,6,8,79,79,79,4,0,4,1,1994-06
MMR,1994,7,3,5,5,5,1,0,2,1,1994-07
MMR,1994,8,4,4,4,4,0,0,4,1,1994-08
MMR,1994,9,8,17,17,17,2,0,6,1,1994-09
MMR,1994,10,3,5,11,5,1,0,2,1,1994-10
MMR,1994,11,3,7,7,6,1,0,2,1,1994-11
MMR,1994,12,8,34,34,34,3,2,3,1,1994-12
MMR,1995,1,5,1029,1529,1029,2,1,2,1,1995-01
MMR,1995,2,5,69,70,19,3,0,2,1,1995-02
MMR,1995,3,13,146,304,146,7,0,6,1,1995-03
MMR,1995,4,7,38,38,38,1,0,6,1,1995-04
MMR,1995,5,5,14,14,14,3,0,2,1,1995-05
MMR,1995,6,6,43,43,43,1,1,4,1,1995-06
MMR,1995,7,9,24,222,24,4,0,5,1,1995-07
MMR,1995,8,1,30,30,30,1,0,0,1,1995-08
MMR,1995,9,12,57,62,57,1,1,10,1,1995-09
MMR,1995,10,13,31,31,28,0,0,13,1,1995-10
MMR,1995,11,4,4,4,4,0,0,4,1,1995-11
MMR,1995,12,9,11,12,11,0,2,7,1,1995-12
MMR,1996,1,9,39,40,39,2,1,6,1,1996-01
MMR,1996,2,8,27,58,27,2,2,4,1,1996-02
MMR,1996,3,16,180,196,180,5,0,11,1,1996-03
MMR,1996,4,7,17,17,17,2,0,5,1,1996-04
MMR,1996,5,5,35,35,35,2,1,2,1,1996-05
MMR,1996,6,2,5,5,5,0,0,2,1,1996-06
MMR,1996,7,5,112,112,112,1,0,4,1,1996-07
MMR,1996,8,4,11,11,11,0,0,4,1,1996-08
MMR,1996,9,6,25,25,25,1,2,3,1,1996-09
MMR,1996,10,4,36,36,36,1,0,3,1,1996-10
MMR,1996,11,8,93,93,93,4,0,4,1,1996-11
MMR,1996,12,5,11,11,11,4,0,1,1,1996-12
MMR,1997,1,5,117,122,117,4,0,1,1,1997-01
MMR,1997,2,5,55,57,55,3,0,2,1,1997-02
MMR,1997,3,7,11,12,11,0,0,7,1,1997-03
MMR,1997,4,12,53,53,53,1,0,11,1,1997-04
MMR,1997,5,14,40,40,40,0,0,14,1,1997-05
MMR,1997,6,17,208,208,208,2,0,15,1,1997-06
MMR,1997,7,10,155,216,155,0,0,10,1,1997-07
MMR,1997,8,5,17,17,17,0,0,5,1,1997-08
MMR,1997,9,1,1,1,1,0,0,1,1,1997-09
MMR,1997,11,7,116,116,116,1,0,6,1,1997-11
MMR,1997,12,5,15,15,15,0,0,5,1,1997-12
MMR,1998,1,5,28,23,7,2,0,3,1,1998-01
MMR,1998,2,9,31,36,31,2,0,7,1,1998-02
MMR,1998,3,12,127,137,127,0,3,9,1,1998-03
MMR,1998,4,9,35,35,35,1,2,6,1,1998-04
MMR,1998,5,17,151,152,151,1,1,15,1,1998-05
MMR,1998,6,11,74,76,74,2,0,9,1,1998-06
MMR,1998,7,5,9,9,9,0,0,5,1,1998-07
MMR,1998,8,6,15,15,15,0,0,6,1,1998-08
MMR,1998,9,10,32,32,32,0,1,9,1,1998-09
MMR,1998,10,15,30,30,30,0,0,15,1,1998-10
MMR,1998,11,20,40,42,40,0,0,20,1,1998-11
MMR,1998,12,6,9,10,9,0,0,6,1,1998-12
MMR,1999,1,21,64,64,64,2,0,19,1,1999-01
MMR,1999,2,12,31,34,31,2,0,10,1,1999-02
MMR,1999,3,4,25,25,25,0,0,4,1,1999-03
MMR,1999,4,16,55,55,55,0,0,16,1,1999-04
MMR,1999,5,15,44,44,44,1,0,14,1,1999-05
MMR,1999,6,6,20,20,15,0,0,6,1,1999-06
MMR,1999,7,13,36,36,36,2,1,10,1,1999-07
MMR,1999,8,4,7,7,7,1,0,3,1,1999-08
MMR,1999,9,10,25,25,25,0,0,10,1,1999-09
MMR,1999,10,14,32,32,32,0,0,14,1,1999-10
MMR,1999,11,6,15,15,15,1,0,5,1,1999-11
MMR,1999,12,8,15,15,15,0,0,8,1,1999-12
MMR,2000,1,19,104,107,104,2,0,17,1,2000-01
MMR,2000,2,13,86,86,86,1,0,12,1,2000-02
MMR,2000,3,14,38,38,38,2,0,12,1,2000-03
MMR,2000,4,13,27,27,27,0,0,13,1,2000-04
MMR,2000,5,16,133,133,131,2,0,14,1,2000-05
MMR,2000,6,17,22,28,22,0,0,17,1,2000-06
MMR,2000,7,24,68,69,68,0,0,24,1,2000-07
MMR,2000,8,19,40,40,40,1,0,18,1,2000-08
MMR,2000,9,10,19,19,19,1,0,9,1,2000-09
MMR,2000,10,11,21,21,21,1,0,10,1,2000-10
MMR,2000,11,14,183,363,183,5,1,8,1,2000-11
MMR,2000,12,3,7,7,7,1,0,2,1,2000-12
MMR,2001,1,6,12,13,12,0,0,6,1,2001-01
MMR,2001,2,13,82,85,67,7,2,4,1,2001-02
MMR,2001,3,13,33,33,33,5,1,7,1,2001-03
MMR,2001,4,11,59,63,59,5,1,5,1,2001-04
MMR,2001,5,13,126,129,126,4,1,8,1,2001-05
MMR,2001,6,3,3,3,3,0,0,3,1,2001-06
MMR,2001,7,5,20,27,20,0,1,4,1,2001-07
MMR,2001,8,4,7,7,7,0,0,4,1,2001-08
MMR,2001,9,6,15,16,15,1,0,5,1,2001-09
MMR,2001,10,7,8,8,8,1,0,6,1,2001-10
MMR,2001,11,5,7,7,7,0,0,5,1,2001-11
MMR,2001,12,7,15,15,15,1,1,5,1,2001-12
MMR,2002,1,4,9,9,9,2,0,2,1,2002-01
MMR,2002,2,11,31,33,31,5,0,6,1,2002-02
MMR,2002,3,11,46,55,46,5,0,6,1,2002-03
MMR,2002,4,8,34,36,23,2,0,6,1,2002-04
MMR,2002,5,18,100,102,97,9,0,9,1,2002-05
MMR,2002,6,27,182,250,182,13,0,14,1,2002-06
MMR,2002,7,4,16,16,16,3,0,1,1,2002-07
MMR,2002,8,5,11,11,11,0,0,5,1,2002-08
MMR,2002,9,5,25,50,25,2,0,3,1,2002-09
MMR,2002,10,3,72,72,72,0,0,3,1,2002-10
MMR,2002,11,1,0,1,0,0,0,1,1,2002-11
MMR,2002,12,3,17,17,17,1,0,2,1,2002-12
MMR,2003,1,9,56,62,56,4,0,5,1,2003-01
MMR,2003,2,2,10,10,10,0,0,2,1,2003-02
MMR,2003,3,4,19,19,19,0,0,4,1,2003-03
MMR,2003,4,12,39,40,39,1,0,11,1,2003-04
MMR,2003,5,6,79,86,79,1,0,5,1,2003-05
MMR,2003,6,8,17,17,17,0,0,8,1,2003-06
MMR,2003,7,6,8,8,8,0,0,6,1,2003-07
MMR,2003,8,5,10,10,10,2,0,3,1,2003-08
MMR,2003,9,5,11,11,11,0,0,5,1,2003-09
MMR,2003,10,6,21,21,21,1,1,4,1,2003-10
MMR,2003,11,1,1,1,1,0,0,1,1,2003-11
MMR,2003,12,1,1,1,1,0,0,1,1,2003-12
MMR,2004,1,6,21,23,21,3,0,3,1,2004-01
MMR,2004,2,14,27,27,25,1,0,13,1,2004-02
MMR,2004,3,6,13,13,13,0,0,6,1,2004-03
MMR,2004,4,7,13,14,13,1,0,6,1,2004-04
MMR,2004,5,7,16,16,16,5,0,2,1,2004-05
MMR,2004,6,9,15,15,15,0,0,9,1,2004-06
MMR,2004,7,7,20,20,20,2,0,5,1,2004-07
MMR,2004,8,11,16,16,16,2,0,9,1,2004-08
MMR,2004,9,6,18,20,18,2,0,4,1,2004-09
MMR,2004,10,3,7,7,7,1,0,2,1,2004-10
MMR,2004,11,6,7,7,7,0,0,6,1,2004-11
MMR,2004,12,2,4,4,4,1,0,1,1,2004-12
MMR,2005,1,14,157,159,142,7,0,7,1,2005-01
MMR,2005,2,3,13,13,5,0,1,2,1,2005-02
MMR,2005,3,10,13,35,13,1,1,8,1,2005-03
MMR,2005,4,6,110,118,107,1,4,1,1,2005-04
MMR,2005,5,2,2,2,2,0,0,2,1,2005-05
MMR,2005,6,8,27,27,27,2,0,6,1,2005-06
MMR,2005,7,13,51,53,50,2,0,11,1,2005-07
MMR,2005,8,2,2,2,2,0,0,2,1,2005-08
MMR,2005,9,10,23,24,22,2,0,8,1,2005-09
MMR,2005,11,8,27,33,27,1,0,7,1,2005-11
MMR,2005,12,5,24,25,18,2,0,3,1,2005-12
MMR,2006,1,8,53,58,53,6,0,2,1,2006-01
MMR,2006,2,8,23,23,23,1,1,6,1,2006-02
MMR,2006,3,19,115,115,95,4,0,15,1,2006-03
MMR,2006,4,13,47,47,47,2,0,11,1,2006-04
MMR,2006,5,7,31,31,31,1,0,6,1,2006-05
MMR,2006,6,6,7,10,6,0,0,6,1,2006-06
MMR,2006,7,7,19,33,18,3,0,4,1,2006-07
MMR,2006,8,7,9,9,8,0,0,7,1,2006-08
MMR,2006,9,9,32,32,31,3,0,6,1,2006-09
MMR,2006,10,10,56,56,56,1,0,9,1,2006-10
MMR,2006,11,12,21,21,21,2,0,10,1,2006-11
MMR,2006,12,7,39,40,25,6,0,1,1,2006-12
MMR,2007,1,17,127,130,127,2,0,15,1,2007-01
MMR,2007,2,13,121,123,121,4,1,8,1,2007-02
MMR,2007,3,11,27,29,27,2,1,8,1,2007-03
MMR,2007,4,30,90,91,90,4,3,23,1,2007-04
MMR,2007,5,26,48,50,48,4,1,21,1,2007-05
MMR,2007,6,14,53,56,53,5,3,6,1,2007-06
MMR,2007,7,15,35,36,35,2,1,12,1,2007-07
MMR,2007,8,3,3,3,3,0,0,3,1,2007-08
MMR,2007,9,22,144,243,72,1,1,20,1,2007-09
MMR,2007,10,6,8,14,8,2,0,4,1,2007-10
MMR,2007,11,14,23,23,23,3,1,10,1,2007-11
MMR,2007,12,6,25,27,25,2,1,3,1,2007-12
MMR,2008,1,13,27,27,27,5,0,8,1,2008-01
MMR,2008,2,1,1,1,1,0,0,1,1,2008-02
MMR,2008,3,10,14,19,14,2,0,8,1,2008-03
MMR,2008,4,5,7,9,7,0,0,5,1,2008-04
MMR,2008,5,8,14,15,14,2,0,6,1,2008-05
MMR,2008,6,2,2,2,2,1,0,1,1,2008-06
MMR,2008,7,3,14,14,14,1,0,2,1,2008-07
MMR,2008,8,4,3,4,3,0,0,4,1,2008-08
MMR,2008,9,9,6,11,5,2,0,7,1,2008-09
MMR,2008,10,5,5,8,5,1,1,3,1,2008-10
MMR,2008,11,3,4,4,4,0,0,3,1,2008-11
MMR,2008,12,2,5,5,5,0,0,2,1,2008-12
MMR,2009,1,5,64,64,63,2,0,3,1,2009-01
MMR,2009,2,2,13,13,0,1,0,1,1,2009-02
MMR,2009,4,2,12,20,12,2,0,0,1,2009-04
MMR,2009,5,3,19,19,19,3,0,0,1,2009-05
MMR,2009,6,6,31,31,11,1,0,5,1,2009-06
MMR,2009,7,4,17,25,17,2,0,2,1,2009-07
MMR,2009,8,9,54,242,54,7,0,2,1,2009-08
MMR,2009,9,2,6,6,6,1,0,1,1,2009-09
MMR,2009,12,2,9,17,9,2,0,0,1,2009-12
MMR,2010,1,4,4,4,4,0,0,4,1,2010-01
MMR,2010,2,3,3,3,2,1,0,2,1,2010-02
MMR,2010,3,5,31,31,31,1,0,4,1,2010-03
MMR,2010,5,2,14,14,14,1,0,1,1,2010-05
MMR,2010,6,1,1,1,1,1,0,0,1,2010-06
MMR,2010,7,2,2,2,2,1,0,1,1,2010-07
MMR,2010,8,4,16,18,16,3,0,1,1,2010-08
MMR,2010,9,4,7,7,7,3,0,1,1,2010-09
MMR,2010,10,5,11,11,11,5,0,0,1,2010-10
MMR,2010,11,16,77,79,66,13,0,3,1,2010-11
MMR,2010,12,4,19,19,15,4,0,0,1,2010-12
MMR,2011,1,6,115,1249,114,5,0,1,1,2011-01
MMR,2011,2,5,6,8,6,4,0,1,1,2011-02
MMR,2011,3,11,61,61,61,10,0,1,1,2011-03
MMR,2011,4,41,99,100,84,34,0,7,1,2011-04
MMR,2011,5,26,52,52,52,18,0,8,1,2011-05
MMR,2011,6,54,136,136,135,36,0,18,1,2011-06
MMR,2011,7,45,131,192,130,38,0,7,1,2011-07
MMR,2011,8,33,83,85,83,27,0,6,1,2011-08
MMR,2011,9,14,29,217,29,13,0,1,1,2011-09
MMR,2011,10,4,18,18,18,3,0,1,1,2011-10
MMR,2011,11,11,40,64,40,10,0,1,1,2011-11
MMR,2011,12,15,41,133,41,9,0,6,1,2011-12
MMR,2012,1,15,215,1621,215,10,0,5,1,2012-01
MMR,2012,2,3,9,9,9,3,0,0,1,2012-02
MMR,2012,3,4,105,105,105,4,0,0,1,2012-03
MMR,2012,4,4,68,68,68,4,0,0,1,2012-04
MMR,2012,5,8,44,44,44,6,0,2,1,2012-05
MMR,2012,6,13,143,159,126,2,3,8,1,2012-06
MMR,2012,7,3,10,10,10,3,0,0,1,2012-07
MMR,2012,8,6,155,245,155,4,2,0,1,2012-08
MMR,2012,9,3,10,10,10,3,0,0,1,2012-09
MMR,2012,10,9,99,125,89,2,5,2,1,2012-10
MMR,2012,11,3,11,11,11,3,0,0,1,2012-11
MMR,2012,12,6,102,102,76,6,0,0,1,2012-12
MMR,2013,1,14,68,75,68,11,0,3,1,2013-01
MMR,2013,2,5,47,47,47,5,0,0,1,2013-02
MMR,2013,3,10,71,111,69,5,4,1,1,2013-03
MMR,2013,4,7,46,59,46,5,2,0,1,2013-04
MMR,2013,5,3,15,15,14,2,1,0,1,2013-05
MMR,2013,6,6,13,14,13,3,0,3,1,2013-06
MMR,2013,7,4,9,12,9,3,0,1,1,2013-07
MMR,2013,8,13,24,30,24,11,0,2,1,2013-08
MMR,2013,9,12,40,52,32,9,1,2,1,2013-09
MMR,2013,10,4,6,6,5,3,0,1,1,2013-10
MMR,2013,11,7,15,15,15,4,0,3,1,2013-11
MMR,2013,12,1,4,4,4,1,0,0,1,2013-12
MMR,2014,1,3,51,227,21,2,0,1,1,2014-01
MMR,2014,2,1,2,2,2,1,0,0,1,2014-02
MMR,2014,4,2,32,32,32,2,0,0,1,2014-04
MMR,2014,5,4,6,10,6,3,0,1,1,2014-05
MMR,2014,6,3,13,13,13,3,0,0,1,2014-06
MMR,2014,7,3,4,4,4,1,2,0,1,2014-07
MMR,2014,8,4,14,24,14,4,0,0,1,2014-08
MMR,2014,9,7,12,16,12,5,0,2,1,2014-09
MMR,2014,10,5,32,32,32,5,0,0,1,2014-10
MMR,2014,11,2,83,124,23,2,0,0,1,2014-11
MMR,2014,12,1,7,7,7,1,0,0,1,2014-12
MMR,2015,1,3,8,8,8,1,0,2,1,2015-01
MMR,2015,2,51,199,1788,199,47,0,4,1,2015-02
MMR,2015,3,29,104,135,104,26,0,3,1,2015-03
MMR,2015,4,27,135,692,135,25,0,2,1,2015-04
MMR,2015,5,11,16,107,14,10,0,1,1,2015-05
MMR,2015,6,14,26,28,26,12,0,2,1,2015-06
MMR,2015,7,11,37,39,37,11,0,0,1,2015-07
MMR,2015,8,3,4,6,4,2,0,1,1,2015-08
MMR,2015,9,24,80,96,80,23,0,1,1,2015-09
MMR,2015,10,15,84,325,84,14,0,1,1,2015-10
MMR,2015,11,5,7,7,7,4,0,1,1,2015-11
MMR,2015,12,5,5,29,5,4,0,1,1,2015-12
MMR,2016,1,1,0,4,0,1,0,0,1,2016-01
MMR,2016,2,2,1,6,1,2,0,0,1,2016-02
MMR,2016,3,5,2,63,2,4,0,1,1,2016-03
MMR,2016,4,6,9,73,9,5,0,1,1,2016-04
MMR,2016,5,12,12,50,12,9,0,3,1,2016-05
MMR,2016,6,3,9,9,9,1,0,2,1,2016-06
MMR,2016,7,2,5,8,5,2,0,0,1,2016-07
MMR,2016,8,1,2,2,2,1,0,0,1,2016-08
MMR,2016,9,1,2,2,2,1,0,0,1,2016-09
MMR,2016,10,14,68,108,68,10,0,4,1,2016-10
MMR,2016,11,6,68,79,47,4,0,2,1,2016-11
MMR,2016,12,4,5,5,5,1,0,3,1,2016-12
MMR,2017,1,9,32,32,32,6,0,3,1,2017-01
MMR,2017,2,1,1,1,1,1,0,0,1,2017-02
MMR,2017,3,3,36,50,36,2,0,1,1,2017-03
MMR,2017,4,2,9,9,9,2,0,0,1,2017-04
MMR,2017,5,4,10,10,10,2,0,2,1,2017-05
MMR,2017,6,7,35,35,35,4,0,3,1,2017-06
MMR,2017,7,3,4,4,4,3,0,0,1,2017-07
MMR,2017,8,47,2221,2352,2096,12,0,35,1,2017-08
MMR,2017,9,4,18,23,18,0,0,4,1,2017-09
MMR,2017,11,4,14,20,14,4,0,0,1,2017-11
MMR,2017,12,4,15,19,15,4,0,0,1,2017-12
MMR,2018,1,5,7,9,7,5,0,0,1,2018-01
MMR,2018,2,6,0,22,0,6,0,0,1,2018-02
MMR,2018,3,3,0,13,0,3,0,0,1,2018-03
