iso3,year,event_month,conflict_events_total,conflict_fatalities_best,conflict_fatalities_high,conflict_fatalities_low,conflict_state_based_events,conflict_non_state_events,conflict_one_sided_events,conflict_any_event,period
AFG,1989,1,13,714,1124,705,13,0,0,1,1989-01
AFG,1989,2,16,160,160,41,16,0,0,1,1989-02
AFG,1989,3,20,1744,9005,516,20,0,0,1,1989-03
AFG,1989,4,26,494,1359,63,26,0,0,1,1989-04
AFG,1989,5,18,454,1723,17,17,1,0,1,1989-05
AFG,1989,6,16,495,1137,82,16,0,0,1,1989-06
AFG,1989,7,12,620,829,46,9,3,0,1,1989-07
AFG,1989,8,6,410,1505,410,3,3,0,1,1989-08
AFG,1989,9,8,71,71,39,8,0,0,1,1989-09
AFG,1989,10,6,239,719,216,6,0,0,1,1989-10
AFG,1989,12,4,10,10,6,3,1,0,1,1989-12
AFG,1990,1,1,25,25,25,1,0,0,1,1990-01
AFG,1990,2,3,54,96,23,3,0,0,1,1990-02
AFG,1990,3,4,149,254,149,4,0,0,1,1990-03
AFG,1990,4,8,489,1139,486,8,0,0,1,1990-04
AFG,1990,5,1,8,8,8,1,0,0,1,1990-05
AFG,1990,7,8,95,95,0,8,0,0,1,1990-07
AFG,1990,9,1,16,16,16,0,1,0,1,1990-09
AFG,1990,10,12,651,651,643,7,5,0,1,1990-10
AFG,1990,11,7,27,27,9,7,0,0,1,1990-11
AFG,1991,1,2,25,25,22,2,0,0,1,1991-01
AFG,1991,2,1,5,5,5,1,0,0,1,1991-02
AFG,1991,3,8,1765,1765,1765,8,0,0,1,1991-03
AFG,1991,4,3,310,810,310,3,0,0,1,1991-04
AFG,1991,5,4,234,234,234,4,0,0,1,1991-05
AFG,1991,7,6,282,282,235,5,1,0,1,1991-07
AFG,1991,8,11,360,360,360,9,2,0,1,1991-08
AFG,1991,9,5,51,51,45,5,0,0,1,1991-09
AFG,1991,10,15,208,208,122,15,0,0,1,1991-10
AFG,1991,11,5,290,290,290,4,1,0,1,1991-11
AFG,1991,12,4,23,23,19,4,0,0,1,1991-12
AFG,1992,1,1,2,2,2,0,0,1,1,1992-01
AFG,1992,2,2,35,35,35,2,0,0,1,1992-02
AFG,1992,3,3,5,5,5,3,0,0,1,1992-03
AFG,1992,4,10,799,1443,799,10,0,0,1,1992-04
AFG,1992,5,9,99,398,82,7,0,2,1,1992-05
AFG,1992,6,10,182,209,182,10,0,0,1,1992-06
AFG,1992,7,4,161,161,161,4,0,0,1,1992-07
AFG,1992,8,21,2694,2804,2694,21,0,0,1,1992-08
AFG,1992,9,9,68,468,68,8,0,1,1,1992-09
AFG,1992,10,1,150,150,150,1,0,0,1,1992-10
AFG,1992,12,6,190,190,190,3,3,0,1,1992-12
AFG,1993,1,20,1180,4904,1180,20,0,0,1,1993-01
AFG,1993,2,22,557,567,557,15,0,7,1,1993-02
AFG,1993,3,4,30,30,30,4,0,0,1,1993-03
AFG,1993,4,3,37,37,37,3,0,0,1,1993-04
AFG,1993,5,16,1034,1534,1034,15,0,1,1,1993-05
AFG,1993,6,9,51,51,43,9,0,0,1,1993-06
AFG,1993,7,9,372,416,372,8,0,1,1,1993-07
AFG,1993,8,7,272,272,272,7,0,0,1,1993-08
AFG,1993,9,5,75,75,75,5,0,0,1,1993-09
AFG,1993,10,6,168,168,168,6,0,0,1,1993-10
AFG,1993,11,8,306,356,306,8,0,0,1,1993-11
AFG,1993,12,6,23,23,23,5,1,0,1,1993-12
AFG,1994,1,35,6266,6373,6266,35,0,0,1,1994-01
AFG,1994,2,18,260,638,260,18,0,0,1,1994-02
AFG,1994,3,18,226,626,226,17,1,0,1,1994-03
AFG,1994,4,24,481,559,481,21,3,0,1,1994-04
AFG,1994,5,18,148,178,148,17,1,0,1,1994-05
AFG,1994,6,28,393,613,393,28,0,0,1,1994-06
AFG,1994,7,20,187,887,187,19,1,0,1,1994-07
AFG,1994,8,25,276,276,276,25,0,0,1,1994-08
AFG,1994,9,32,483,1388,483,32,0,0,1,1994-09
AFG,1994,10,15,215,415,215,12,3,0,1,1994-10
AFG,1994,11,9,105,105,55,8,1,0,1,1994-11
AFG,1994,12,2,16,16,16,2,0,0,1,1994-12
AFG,1995,1,14,294,294,294,14,0,0,1,1995-01
AFG,1995,2,23,329,489,329,16,6,1,1,1995-02
AFG,1995,3,21,756,942,756,21,0,0,1,1995-03
AFG,1995,4,9,1027,1352,1027,9,0,0,1,1995-04
AFG,1995,5,16,1044,1127,1044,16,0,0,1,1995-05
AFG,1995,6,33,321,425,321,33,0,0,1,1995-06
AFG,1995,7,13,239,239,239,13,0,0,1,1995-07
AFG,1995,8,21,280,286,280,21,0,0,1,1995-08
AFG,1995,9,10,129,329,129,9,1,0,1,1995-09
AFG,1995,10,18,645,733,645,17,1,0,1,1995-10
AFG,1995,11,22,406,503,406,22,0,0,1,1995-11
AFG,1995,12,19,148,158,148,17,2,0,1,1995-12
AFG,1996,1,20,109,137,109,18,1,1,1,1996-01
AFG,1996,2,23,431,509,251,20,3,0,1,1996-02
AFG,1996,3,18,185,196,185,17,1,0,1,1996-03
AFG,1996,4,24,390,390,390,23,1,0,1,1996-04
AFG,1996,5,16,233,233,233,16,0,0,1,1996-05
AFG,1996,6,17,197,197,197,16,0,1,1,1996-06
AFG,1996,7,21,151,175,121,19,0,2,1,1996-07
AFG,1996,8,12,88,88,88,12,0,0,1,1996-08
AFG,1996,9,25,554,674,544,24,0,1,1,1996-09
AFG,1996,10,27,514,690,508,26,0,1,1,1996-10
AFG,1996,11,22,649,673,649,22,0,0,1,1996-11
AFG,1996,12,9,94,94,94,8,1,0,1,1996-12
AFG,1997,1,10,69,138,69,10,0,0,1,1997-01
AFG,1997,2,13,182,184,182,13,0,0,1,1997-02
AFG,1997,3,13,280,453,280,13,0,0,1,1997-03
AFG,1997,4,16,191,226,191,16,0,0,1,1997-04
AFG,1997,5,21,3703,3850,1553,21,0,0,1,1997-05
AFG,1997,6,28,605,1126,605,28,0,0,1,1997-06
AFG,1997,7,17,192,812,190,17,0,0,1,1997-07
AFG,1997,8,13,212,214,212,12,1,0,1,1997-08
AFG,1997,9,27,706,748,706,24,0,3,1,1997-09
AFG,1997,10,19,425,697,425,19,0,0,1,1997-10
AFG,1997,11,9,58,58,58,9,0,0,1,1997-11
AFG,1997,12,13,98,100,98,13,0,0,1,1997-12
AFG,1998,1,9,642,656,642,7,1,1,1,1998-01
AFG,1998,2,6,65,65,65,6,0,0,1,1998-02
AFG,1998,3,15,303,303,303,12,2,1,1,1998-03
AFG,1998,4,5,15,15,15,5,0,0,1,1998-04
AFG,1998,5,7,69,92,69,7,0,0,1,1998-05
AFG,1998,6,16,106,108,106,16,0,0,1,1998-06
AFG,1998,7,23,427,1924,427,20,0,3,1,1998-07
AFG,1998,8,42,7148,7300,5148,35,0,7,1,1998-08
AFG,1998,9,31,1188,2218,1100,27,0,4,1,1998-09
AFG,1998,10,21,632,632,632,19,0,2,1,1998-10
AFG,1998,11,23,446,731,376,21,0,2,1,1998-11
AFG,1998,12,19,1133,1152,1133,19,0,0,1,1998-12
AFG,1999,1,12,175,275,175,12,0,0,1,1999-01
AFG,1999,2,1,3,3,3,1,0,0,1,1999-02
AFG,1999,3,7,47,47,47,7,0,0,1,1999-03
AFG,1999,4,5,113,138,113,5,0,0,1,1999-04
AFG,1999,5,23,740,817,735,21,0,2,1,1999-05
AFG,1999,6,14,130,153,130,14,0,0,1,1999-06
AFG,1999,7,38,1154,1306,1154,37,0,1,1,1999-07
AFG,1999,8,28,1076,1091,1046,28,0,0,1,1999-08
AFG,1999,9,20,615,655,615,20,0,0,1,1999-09
AFG,1999,10,23,819,1119,819,22,0,1,1,1999-10
AFG,1999,11,8,124,184,124,7,0,1,1,1999-11
AFG,1999,12,10,69,69,69,10,0,0,1,1999-12
AFG,2000,1,7,54,90,54,7,0,0,1,2000-01
AFG,2000,2,17,160,160,152,11,0,6,1,2000-02
AFG,2000,3,26,317,317,317,21,1,4,1,2000-03
AFG,2000,4,15,530,542,526,15,0,0,1,2000-04
AFG,2000,5,12,82,90,75,11,0,1,1,2000-05
AFG,2000,6,9,70,70,70,9,0,0,1,2000-06
AFG,2000,7,19,1123,1123,389,19,0,0,1,2000-07
AFG,2000,8,34,1191,1265,1167,34,0,0,1,2000-08
AFG,2000,9,34,1523,1601,1118,34,0,0,1,2000-09
AFG,2000,10,18,224,292,224,18,0,0,1,2000-10
AFG,2000,11,8,78,78,78,8,0,0,1,2000-11
AFG,2000,12,8,42,42,42,7,0,1,1,2000-12
AFG,2001,1,22,825,5293,825,6,0,16,1,2001-01
AFG,2001,2,1,1,1,1,1,0,0,1,2001-02
AFG,2001,3,4,11,11,11,4,0,0,1,2001-03
AFG,2001,4,9,114,125,114,8,0,1,1,2001-04
AFG,2001,5,16,107,397,107,14,0,2,1,2001-05
AFG,2001,6,13,422,430,422,6,0,7,1,2001-06
AFG,2001,7,14,132,398,132,13,0,1,1,2001-07
AFG,2001,8,8,27,329,27,7,0,1,1,2001-08
AFG,2001,9,7,299,299,299,7,0,0,1,2001-09
AFG,2001,10,91,1316,1896,1306,91,0,0,1,2001-10
AFG,2001,11,56,1505,3331,1350,52,0,4,1,2001-11
AFG,2001,12,22,794,1078,794,21,0,1,1,2001-12
AFG,2002,1,17,187,197,177,11,4,2,1,2002-01
AFG,2002,2,5,19,19,19,2,3,0,1,2002-02
AFG,2002,3,13,562,968,562,13,0,0,1,2002-03
AFG,2002,4,12,55,59,55,8,3,1,1,2002-04
AFG,2002,5,10,30,35,30,8,2,0,1,2002-05
AFG,2002,6,2,6,6,2,2,0,0,1,2002-06
AFG,2002,7,7,140,148,120,3,4,0,1,2002-07
AFG,2002,8,7,33,34,33,6,1,0,1,2002-08
AFG,2002,9,6,61,61,61,1,5,0,1,2002-09
AFG,2002,10,7,35,35,35,2,5,0,1,2002-10
AFG,2002,11,7,27,82,27,3,4,0,1,2002-11
AFG,2002,12,1,2,2,2,1,0,0,1,2002-12
AFG,2003,1,6,29,43,29,3,3,0,1,2003-01
AFG,2003,2,7,32,47,32,6,1,0,1,2003-02
AFG,2003,3,12,91,192,78,10,1,1,1,2003-03
AFG,2003,4,21,150,193,150,16,4,1,1,2003-04
AFG,2003,5,11,25,45,25,5,5,1,1,2003-05
AFG,2003,6,18,82,109,82,13,5,0,1,2003-06
AFG,2003,7,20,75,80,75,13,5,2,1,2003-07
AFG,2003,8,27,193,250,188,24,3,0,1,2003-08
AFG,2003,9,19,61,90,61,12,3,4,1,2003-09
AFG,2003,10,20,124,172,60,12,6,2,1,2003-10
AFG,2003,11,12,34,44,33,11,0,1,1,2003-11
AFG,2003,12,13,48,57,48,12,0,1,1,2003-12
AFG,2004,1,12,51,66,51,11,0,1,1,2004-01
AFG,2004,2,11,17,45,17,8,1,2,1,2004-02
AFG,2004,3,15,34,81,34,13,0,2,1,2004-03
AFG,2004,4,16,48,54,48,13,1,2,1,2004-04
AFG,2004,5,23,68,137,64,20,1,2,1,2004-05
AFG,2004,6,31,116,232,116,27,0,4,1,2004-06
AFG,2004,7,32,77,123,68,25,0,7,1,2004-07
AFG,2004,8,27,123,282,103,23,2,2,1,2004-08
AFG,2004,9,26,142,189,131,24,1,1,1,2004-09
AFG,2004,10,23,65,102,65,22,0,1,1,2004-10
AFG,2004,11,15,41,53,41,15,0,0,1,2004-11
AFG,2004,12,10,35,75,35,9,1,0,1,2004-12
AFG,2005,1,16,37,44,37,15,0,1,1,2005-01
AFG,2005,2,7,25,32,24,6,0,1,1,2005-02
AFG,2005,3,15,38,49,36,14,0,1,1,2005-03
AFG,2005,4,34,115,140,102,31,0,3,1,2005-04
AFG,2005,5,23,152,174,152,20,0,3,1,2005-05
AFG,2005,6,55,275,440,263,47,0,8,1,2005-06
AFG,2005,7,42,225,286,193,36,0,6,1,2005-07
AFG,2005,8,66,280,303,183,57,0,9,1,2005-08
AFG,2005,9,52,195,225,180,45,0,7,1,2005-09
AFG,2005,10,55,211,219,207,43,0,12,1,2005-10
AFG,2005,11,41,75,102,74,37,0,4,1,2005-11
AFG,2005,12,24,83,95,77,22,0,2,1,2005-12
AFG,2006,1,22,57,86,57,18,0,4,1,2006-01
AFG,2006,2,31,112,116,112,30,0,1,1,2006-02
AFG,2006,3,49,192,202,190,47,0,2,1,2006-03
AFG,2006,4,65,215,226,215,59,0,6,1,2006-04
AFG,2006,5,72,495,703,491,63,0,9,1,2006-05
AFG,2006,6,110,706,780,680,100,0,10,1,2006-06
AFG,2006,7,103,570,625,562,92,0,11,1,2006-07
AFG,2006,8,95,530,594,516,89,0,6,1,2006-08
AFG,2006,9,103,931,1131,930,95,0,8,1,2006-09
AFG,2006,10,79,563,675,553,73,2,4,1,2006-10
AFG,2006,11,62,341,411,341,59,0,3,1,2006-11
AFG,2006,12,57,270,304,264,54,0,3,1,2006-12
AFG,2007,1,46,317,411,285,44,0,2,1,2007-01
AFG,2007,2,47,178,230,161,39,1,7,1,2007-02
AFG,2007,3,75,361,418,357,73,0,2,1,2007-03
AFG,2007,4,87,631,707,630,80,0,7,1,2007-04
AFG,2007,5,93,596,866,576,90,0,3,1,2007-05
AFG,2007,6,135,974,1165,885,123,0,12,1,2007-06
AFG,2007,7,121,861,1064,753,108,0,13,1,2007-07
AFG,2007,8,100,611,748,603,99,0,1,1,2007-08
AFG,2007,9,110,979,1056,909,103,0,7,1,2007-09
AFG,2007,10,88,652,706,495,85,0,3,1,2007-10
AFG,2007,11,86,557,698,529,80,0,6,1,2007-11
AFG,2007,12,56,320,532,297,53,0,3,1,2007-12
AFG,2008,1,47,154,219,154,45,0,2,1,2008-01
AFG,2008,2,47,195,349,167,47,0,0,1,2008-02
AFG,2008,3,73,303,396,242,68,0,5,1,2008-03
AFG,2008,4,84,367,463,309,82,0,2,1,2008-04
AFG,2008,5,107,452,650,389,103,0,4,1,2008-05
AFG,2008,6,136,754,963,736,131,0,5,1,2008-06
AFG,2008,7,123,652,877,567,119,0,4,1,2008-07
AFG,2008,8,130,992,1115,914,125,0,5,1,2008-08
AFG,2008,9,107,412,506,403,105,0,2,1,2008-09
AFG,2008,10,90,544,656,507,86,0,4,1,2008-10
AFG,2008,11,96,544,655,512,94,0,2,1,2008-11
AFG,2008,12,75,292,345,285,75,0,0,1,2008-12
AFG,2009,1,73,298,352,286,70,0,3,1,2009-01
AFG,2009,2,77,326,395,324,71,0,6,1,2009-02
AFG,2009,3,103,452,514,414,99,0,4,1,2009-03
AFG,2009,4,112,440,550,419,108,0,4,1,2009-04
AFG,2009,5,162,814,1116,691,151,0,11,1,2009-05
AFG,2009,6,144,591,829,544,139,0,5,1,2009-06
AFG,2009,7,158,786,947,725,153,0,5,1,2009-07
AFG,2009,8,164,629,767,582,159,0,5,1,2009-08
AFG,2009,9,152,705,922,622,146,0,6,1,2009-09
AFG,2009,10,136,566,736,442,132,0,4,1,2009-10
AFG,2009,11,126,527,616,382,121,0,5,1,2009-11
AFG,2009,12,107,365,436,334,101,0,6,1,2009-12
AFG,2010,1,91,344,1139,318,87,0,4,1,2010-01
AFG,2010,2,107,536,557,534,104,0,3,1,2010-02
AFG,2010,3,110,407,430,405,106,2,2,1,2010-03
AFG,2010,4,131,503,544,489,125,0,6,1,2010-04
AFG,2010,5,159,502,595,498,147,0,12,1,2010-05
AFG,2010,6,202,1001,1122,996,193,1,8,1,2010-06
AFG,2010,7,190,751,850,747,173,5,12,1,2010-07
AFG,2010,8,225,882,941,831,212,0,13,1,2010-08
AFG,2010,9,139,520,616,518,135,0,4,1,2010-09
AFG,2010,10,198,766,824,748,192,0,6,1,2010-10
AFG,2010,11,126,518,558,502,124,0,2,1,2010-11
AFG,2010,12,128,421,429,409,121,0,7,1,2010-12
AFG,2011,1,183,524,619,519,178,0,5,1,2011-01
AFG,2011,2,121,450,496,450,119,0,2,1,2011-02
AFG,2011,3,153,448,524,442,152,0,1,1,2011-03
AFG,2011,4,177,553,604,543,175,1,1,1,2011-04
AFG,2011,5,172,731,778,725,165,1,6,1,2011-05
AFG,2011,6,220,767,1086,747,212,1,7,1,2011-06
AFG,2011,7,225,884,1023,874,220,0,5,1,2011-07
AFG,2011,8,213,659,733,654,210,0,3,1,2011-08
AFG,2011,9,224,804,866,755,215,1,8,1,2011-09
AFG,2011,10,192,677,687,655,188,0,4,1,2011-10
AFG,2011,11,156,551,575,541,153,0,3,1,2011-11
AFG,2011,12,161,515,521,514,158,0,3,1,2011-12
AFG,2012,1,101,362,388,356,100,0,1,1,2012-01
AFG,2012,2,75,219,253,219,74,0,1,1,2012-02
AFG,2012,3,125,407,433,374,125,0,0,1,2012-03
AFG,2012,4,210,647,689,641,210,0,0,1,2012-04
AFG,2012,5,235,784,855,758,231,3,1,1,2012-05
AFG,2012,6,258,1157,1194,1156,250,0,8,1,2012-06
AFG,2012,7,283,1014,1162,957,274,0,9,1,2012-07
AFG,2012,8,248,886,991,878,240,0,8,1,2012-08
AFG,2012,9,276,888,1074,885,274,0,2,1,2012-09
AFG,2012,10,198,660,737,637,194,0,4,1,2012-10
AFG,2012,11,166,451,494,444,160,0,6,1,2012-11
AFG,2012,12,126,308,348,305,124,0,2,1,2012-12
AFG,2013,1,102,595,710,593,99,0,3,1,2013-01
AFG,2013,2,124,381,394,381,124,0,0,1,2013-02
AFG,2013,3,114,480,1707,448,113,0,1,1,2013-03
AFG,2013,4,97,495,649,467,90,2,5,1,2013-04
AFG,2013,5,220,1200,1295,1136,218,0,2,1,2013-05
AFG,2013,6,193,842,988,691,189,0,4,1,2013-06
AFG,2013,7,220,1201,1340,1185,215,1,4,1,2013-07
AFG,2013,8,203,791,897,757,200,0,3,1,2013-08
AFG,2013,9,193,782,799,700,186,0,7,1,2013-09
AFG,2013,10,163,536,598,525,155,0,8,1,2013-10
AFG,2013,11,174,480,524,476,167,0,7,1,2013-11
AFG,2013,12,123,348,371,331,119,0,4,1,2013-12
AFG,2014,1,136,2338,2401,2308,132,1,3,1,2014-01
AFG,2014,2,124,468,488,441,120,1,3,1,2014-02
AFG,2014,3,160,1370,1789,982,149,0,11,1,2014-03
AFG,2014,4,138,538,1138,535,131,0,7,1,2014-04
AFG,2014,5,210,825,1123,789,209,0,1,1,2014-05
AFG,2014,6,179,1074,1247,994,170,0,9,1,2014-06
AFG,2014,7,206,900,1490,856,198,0,8,1,2014-07
AFG,2014,8,220,1159,1851,1146,208,0,12,1,2014-08
AFG,2014,9,206,1076,1239,997,199,1,6,1,2014-09
AFG,2014,10,152,842,922,778,149,0,3,1,2014-10
AFG,2014,11,199,821,994,817,184,0,15,1,2014-11
AFG,2014,12,189,1138,1301,1110,179,0,10,1,2014-12
AFG,2015,1,171,2333,3605,2263,161,1,9,1,2015-01
AFG,2015,2,150,1345,1390,1303,141,1,8,1,2015-02
AFG,2015,3,243,1046,1151,923,229,1,13,1,2015-03
AFG,2015,4,252,1090,1556,1004,234,2,16,1,2015-04
AFG,2015,5,255,1875,2140,1708,241,7,7,1,2015-05
AFG,2015,6,173,1485,1619,1433,166,3,4,1,2015-06
AFG,2015,7,171,1114,1256,1052,155,6,10,1,2015-07
AFG,2015,8,197,1785,1940,1523,187,4,6,1,2015-08
AFG,2015,9,179,1993,2333,1981,166,3,10,1,2015-09
AFG,2015,10,173,1984,2514,1903,167,1,5,1,2015-10
AFG,2015,11,144,854,1019,818,124,9,11,1,2015-11
AFG,2015,12,158,1114,1236,1011,146,7,5,1,2015-12
AFG,2016,1,188,1019,5983,919,167,9,12,1,2016-01
AFG,2016,2,200,1428,1625,1309,184,6,10,1,2016-02
AFG,2016,3,173,1197,1440,1107,152,6,15,1,2016-03
AFG,2016,4,276,1630,1908,1611,269,3,4,1,2016-04
AFG,2016,5,283,1917,2116,1831,263,9,11,1,2016-05
AFG,2016,6,208,1553,1839,1454,195,3,10,1,2016-06
AFG,2016,7,181,1585,1705,1526,177,0,4,1,2016-07
AFG,2016,8,194,1875,2249,1560,187,0,7,1,2016-08
AFG,2016,9,178,1881,1951,1835,170,1,7,1,2016-09
AFG,2016,10,225,3112,3391,2796,215,1,9,1,2016-10
AFG,2016,11,144,952,1073,858,138,0,6,1,2016-11
AFG,2016,12,178,876,959,787,166,0,12,1,2016-12
AFG,2017,1,213,1381,1578,1327,199,3,11,1,2017-01
AFG,2017,2,202,1342,1549,1292,193,1,8,1,2017-02
AFG,2017,3,251,1995,2169,1929,242,1,8,1,2017-03
AFG,2017,4,188,1576,1734,1516,178,8,2,1,2017-04
AFG,2017,5,199,1933,2218,1909,192,2,5,1,2017-05
AFG,2017,6,173,1012,1076,906,153,10,10,1,2017-06
AFG,2017,7,313,2537,2709,2363,298,4,11,1,2017-07
AFG,2017,8,241,2268,2680,2196,222,11,8,1,2017-08
AFG,2017,9,256,1690,1743,1594,236,6,14,1,2017-09
AFG,2017,10,132,1716,1840,1618,120,6,6,1,2017-10
AFG,2017,11,142,1253,1294,1198,135,4,3,1,2017-11
AFG,2017,12,172,1081,1195,1054,160,2,10,1,2017-12
AFG,2018,1,283,1823,2025,1716,269,5,9,1,2018-01
AFG,2018,2,267,1497,1773,1450,261,0,6,1,2018-02
AFG,2018,3,275,1511,2085,1469,266,3,6,1,2018-03
AFG,2018,4,338,1960,2408,1854,320,2,16,1,2018-04
AFG,2018,5,310,2500,2938,2308,296,3,11,1,2018-05
AFG,2018,6,234,1773,1888,1653,216,6,12,1,2018-06
AFG,2018,7,370,3176,3605,2756,347,16,7,1,2018-07
AFG,2018,8,256,2471,3100,2204,249,2,5,1,2018-08
AFG,2018,9,324,2427,2839,2305,312,4,8,1,2018-09
AFG,2018,10,375,2457,2892,2372,355,3,17,1,2018-10
AFG,2018,11,340,2901,3386,2734,328,5,7,1,2018-11
AFG,2018,12,352,2399,2519,2331,349,2,1,1,2018-12
AFG,2019,1,324,2253,2427,2085,314,3,7,1,2019-01
AFG,2019,2,276,1699,1870,1619,267,1,8,1,2019-02
AFG,2019,3,334,2410,2694,2203,322,1,11,1,2019-03
AFG,2019,4,298,2154,2327,2037,287,2,9,1,2019-04
AFG,2019,5,402,2812,3176,2702,386,3,13,1,2019-05
AFG,2019,6,443,2734,3177,2546,432,0,11,1,2019-06
AFG,2019,7,565,3820,4440,3623,553,1,11,1,2019-07
AFG,2019,8,436,2854,3412,2811,419,4,13,1,2019-08
AFG,2019,9,472,3526,4396,3176,458,0,14,1,2019-09
AFG,2019,10,443,2504,3024,2337,425,0,18,1,2019-10
AFG,2019,11,315,1633,1938,1502,307,1,7,1,2019-11
AFG,2019,12,374,2036,2454,1864,366,0,8,1,2019-12
AFG,2020,1,402,1697,1810,1657,392,0,10,1,2020-01
AFG,2020,2,322,2805,2845,2769,314,0,8,1,2020-02
AFG,2020,3,258,1190,1222,1129,238,0,20,1,2020-03
AFG,2020,4,207,1036,1117,1012,197,0,10,1,2020-04
AFG,2020,5,201,1166,1254,1074,184,0,17,1,2020-05
AFG,2020,6,218,1478,1541,1129,195,0,23,1,2020-06
AFG,2020,7,275,1567,1609,1519,257,0,18,1,2020-07
AFG,2020,8,268,1392,1561,1336,256,0,12,1,2020-08
AFG,2020,9,292,1778,1923,1675,278,0,14,1,2020-09
AFG,2020,10,304,2724,2875,2220,292,0,12,1,2020-10
AFG,2020,11,285,1938,2243,1793,275,1,9,1,2020-11
AFG,2020,12,285,2063,2197,1974,267,0,18,1,2020-12
AFG,2021,1,364,2707,2906,2471,345,1,18,1,2021-01
AFG,2021,2,294,2043,2172,1805,281,0,13,1,2021-02
AFG,2021,3,310,1774,1855,1711,292,0,18,1,2021-03
AFG,2021,4,512,2828,3129,2614,489,0,23,1,2021-04
AFG,2021,5,722,4995,5146,4784,688,1,33,1,2021-05
AFG,2021,6,904,7662,7956,7390,876,0,28,1,2021-06
AFG,2021,7,832,8438,8654,8284,809,0,23,1,2021-07
AFG,2021,8,443,5097,7465,4910,422,0,21,1,2021-08
AFG,2021,9,44,508,1287,72,30,0,14,1,2021-09
AFG,2021,10,35,234,381,155,27,0,8,1,2021-10
AFG,2021,11,34,72,110,47,21,0,13,1,2021-11
AFG,2021,12,18,28,36,19,11,0,7,1,2021-12
AFG,2022,1,13,42,66,34,8,0,5,1,2022-01
AFG,2022,2,9,21,78,20,7,0,2,1,2022-02
AFG,2022,3,20,46,56,19,13,0,7,1,2022-03
AFG,2022,4,47,373,855,223,28,0,19,1,2022-04
AFG,2022,5,58,198,321,121,37,0,21,1,2022-05
AFG,2022,6,49,152,285,105,29,0,20,1,2022-06
AFG,2022,7,35,68,131,42,25,0,10,1,2022-07
AFG,2022,8,41,82,175,36,28,0,13,1,2022-08
AFG,2022,9,56,331,458,202,41,0,15,1,2022-09
AFG,2022,10,42,109,203,81,29,0,13,1,2022-10
AFG,2022,11,21,49,83,39,13,0,8,1,2022-11
AFG,2022,12,25,103,142,55,14,0,11,1,2022-12
AFG,2023,1,21,54,95,28,11,0,10,1,2023-01
AFG,2023,2,13,21,36,13,8,0,5,1,2023-02
AFG,2023,3,22,50,77,31,12,0,10,1,2023-03
AFG,2023,4,14,52,91,31,10,0,4,1,2023-04
AFG,2023,5,16,18,40,17,8,0,8,1,2023-05
AFG,2023,6,13,31,42,27,9,0,4,1,2023-06
AFG,2023,7,11,15,25,9,4,0,7,1,2023-07
AFG,2023,8,19,27,40,22,14,0,5,1,2023-08
AFG,2023,9,11,13,27,8,5,0,6,1,2023-09
AFG,2023,10,13,49,68,16,7,0,6,1,2023-10
AFG,2023,11,14,21,38,15,7,0,7,1,2023-11
AFG,2023,12,9,9,22,1,5,0,4,1,2023-12
AFG,2024,1,16,24,50,8,7,0,9,1,2024-01
AFG,2024,2,8,1,16,1,4,0,4,1,2024-02
AFG,2024,3,19,56,85,41,12,0,7,1,2024-03
AFG,2024,4,10,12,20,7,6,0,4,1,2024-04
AFG,2024,5,22,47,70,24,15,0,7,1,2024-05
AFG,2024,6,6,14,18,12,5,0,1,1,2024-06
AFG,2024,7,17,10,22,6,8,0,9,1,2024-07
AFG,2024,8,15,17,28,14,7,0,8,1,2024-08
AFG,2024,9,20,46,82,37,15,0,5,1,2024-09
AFG,2024,10,15,12,42,6,10,0,5,1,2024-10
AFG,2024,11,12,21,32,20,8,0,4,1,2024-11
AFG,2024,12,19,93,143,82,14,0,5,1,2024-12
AGO,1989,1,41,255,470,255,41,0,0,1,1989-01
AGO,1989,2,33,335,1005,335,30,0,3,1,1989-02
AGO,1989,3,25,388,524,388,24,0,1,1,1989-03
AGO,1989,4,11,156,207,156,9,0,2,1,1989-04
AGO,1989,5,22,252,265,252,22,0,0,1,1989-05
AGO,1989,6,5,24,2134,24,4,0,1,1,1989-06
AGO,1989,7,2,0,59,0,2,0,0,1,1989-07
AGO,1989,8,34,291,579,291,26,0,8,1,1989-08
AGO,1989,9,37,494,833,494,35,0,2,1,1989-09
AGO,1989,10,19,255,277,255,19,0,0,1,1989-10
AGO,1989,11,7,82,122,82,7,0,0,1,1989-11
AGO,1989,12,24,341,356,341,23,0,1,1,1989-12
AGO,1990,1,18,920,1111,920,18,0,0,1,1990-01
AGO,1990,2,26,509,809,509,25,0,1,1,1990-02
AGO,1990,3,30,438,731,438,30,0,0,1,1990-03
AGO,1990,4,19,163,430,163,19,0,0,1,1990-04
AGO,1990,5,11,127,390,127,11,0,0,1,1990-05
AGO,1990,6,12,49,229,49,12,0,0,1,1990-06
AGO,1990,7,11,59,225,59,8,0,3,1,1990-07
AGO,1990,8,11,47,255,46,8,0,3,1,1990-08
AGO,1990,9,15,51,128,51,9,0,6,1,1990-09
AGO,1990,10,16,128,173,128,16,0,0,1,1990-10
AGO,1990,11,6,58,68,58,6,0,0,1,1990-11
AGO,1990,12,6,60,60,60,3,0,3,1,1990-12
AGO,1991,1,2,22,3,3,2,0,0,1,1991-01
AGO,1991,2,2,55,55,55,2,0,0,1,1991-02
