"iso3","year","value","indicator_code","indicator_name"
"USA",1990,27786,"WHS3_62","Measles - number of reported cases"
"TKL",1989,0,"WHS3_62","Measles - number of reported cases"
"BRB",1995,0,"WHS3_62","Measles - number of reported cases"
"BOL",2015,0,"WHS3_62","Measles - number of reported cases"
"SOM",2020,2531,"WHS3_62","Measles - number of reported cases"
"PNG",1983,10023,"WHS3_62","Measles - number of reported cases"
"BGD",2021,203,"WHS3_62","Measles - number of reported cases"
"DOM",1999,274,"WHS3_62","Measles - number of reported cases"
"WPR",2002,129306,"WHS3_62","Measles - number of reported cases"
"GAB",2011,2,"WHS3_62","Measles - number of reported cases"
"SDN",1978,16426,"WHS3_62","Measles - number of reported cases"
"ARM",2018,19,"WHS3_62","Measles - number of reported cases"
"GNB",2004,3526,"WHS3_62","Measles - number of reported cases"
"CIV",1995,30039,"WHS3_62","Measles - number of reported cases"
"PHL",1974,22999,"WHS3_62","Measles - number of reported cases"
"WPR",2004,91763,"WHS3_62","Measles - number of reported cases"
"BEN",2016,89,"WHS3_62","Measles - number of reported cases"
"SMR",2011,0,"WHS3_62","Measles - number of reported cases"
"HUN",1977,130,"WHS3_62","Measles - number of reported cases"
"LCA",1991,2,"WHS3_62","Measles - number of reported cases"
"AGO",2010,1190,"WHS3_62","Measles - number of reported cases"
"AZE",2018,55,"WHS3_62","Measles - number of reported cases"
"TCD",1997,10446,"WHS3_62","Measles - number of reported cases"
"NER",2019,10321,"WHS3_62","Measles - number of reported cases"
"PLW",2024,0,"WHS3_62","Measles - number of reported cases"
"ARE",1991,1148,"WHS3_62","Measles - number of reported cases"
"EST",2019,27,"WHS3_62","Measles - number of reported cases"
"SWE",2011,26,"WHS3_62","Measles - number of reported cases"
"GRD",1999,0,"WHS3_62","Measles - number of reported cases"
"ERI",2007,55,"WHS3_62","Measles - number of reported cases"
"ISR",2012,211,"WHS3_62","Measles - number of reported cases"
"BTN",2007,11,"WHS3_62","Measles - number of reported cases"
"STP",2002,0,"WHS3_62","Measles - number of reported cases"
"BLZ",2024,0,"WHS3_62","Measles - number of reported cases"
"SXM",2018,0,"WHS3_62","Measles - number of reported cases"
"BLR",2018,259,"WHS3_62","Measles - number of reported cases"
"VEN",1986,14026,"WHS3_62","Measles - number of reported cases"
"CRI",2019,10,"WHS3_62","Measles - number of reported cases"
"VNM",1982,72466,"WHS3_62","Measles - number of reported cases"
"VEN",2004,0,"WHS3_62","Measles - number of reported cases"
"CHN",1992,140048,"WHS3_62","Measles - number of reported cases"
"NIU",2005,0,"WHS3_62","Measles - number of reported cases"
"AZE",2007,0,"WHS3_62","Measles - number of reported cases"
"CZE",2011,17,"WHS3_62","Measles - number of reported cases"
"KWT",2014,55,"WHS3_62","Measles - number of reported cases"
"PYF",1988,18,"WHS3_62","Measles - number of reported cases"
"SSD",2013,525,"WHS3_62","Measles - number of reported cases"
"KNA",1991,0,"WHS3_62","Measles - number of reported cases"
"GRC",2014,1,"WHS3_62","Measles - number of reported cases"
"RUS",2023,13083,"WHS3_62","Measles - number of reported cases"
"BDI",1979,43557,"WHS3_62","Measles - number of reported cases"
"BTN",1985,819,"WHS3_62","Measles - number of reported cases"
"ROU",1984,2108,"WHS3_62","Measles - number of reported cases"
"KAZ",2020,3270,"WHS3_62","Measles - number of reported cases"
"DNK",2013,17,"WHS3_62","Measles - number of reported cases"
"CIV",1998,12289,"WHS3_62","Measles - number of reported cases"
"ITA",2017,4042,"WHS3_62","Measles - number of reported cases"
"BRB",1991,2,"WHS3_62","Measles - number of reported cases"
"TCD",1985,6430,"WHS3_62","Measles - number of reported cases"
"BIH",2003,18,"WHS3_62","Measles - number of reported cases"
"EGY",1990,887,"WHS3_62","Measles - number of reported cases"
"HRV",2012,2,"WHS3_62","Measles - number of reported cases"
"ROU",1998,9547,"WHS3_62","Measles - number of reported cases"
"SYC",2016,0,"WHS3_62","Measles - number of reported cases"
"JAM",2024,0,"WHS3_62","Measles - number of reported cases"
"MLT",2003,4,"WHS3_62","Measles - number of reported cases"
"CAF",2017,801,"WHS3_62","Measles - number of reported cases"
"RWA",1981,79384,"WHS3_62","Measles - number of reported cases"
"IDN",1986,1136,"WHS3_62","Measles - number of reported cases"
"SDN",2012,8523,"WHS3_62","Measles - number of reported cases"
"HND",1983,1168,"WHS3_62","Measles - number of reported cases"
"SOM",2021,7191,"WHS3_62","Measles - number of reported cases"
"SMR",2010,0,"WHS3_62","Measles - number of reported cases"
"ZWE",1979,8849,"WHS3_62","Measles - number of reported cases"
"BEN",2020,18,"WHS3_62","Measles - number of reported cases"
"NPL",2000,9397,"WHS3_62","Measles - number of reported cases"
"PRY",2001,0,"WHS3_62","Measles - number of reported cases"
"RWA",1992,17429,"WHS3_62","Measles - number of reported cases"
"ATG",2010,0,"WHS3_62","Measles - number of reported cases"
"NRU",2019,0,"WHS3_62","Measles - number of reported cases"
"ERI",2003,376,"WHS3_62","Measles - number of reported cases"
"GNB",2016,0,"WHS3_62","Measles - number of reported cases"
"CHE",2022,1,"WHS3_62","Measles - number of reported cases"
"LTU",2010,2,"WHS3_62","Measles - number of reported cases"
"FIN",1990,3,"WHS3_62","Measles - number of reported cases"
"GEO",2015,431,"WHS3_62","Measles - number of reported cases"
"PLW",1985,0,"WHS3_62","Measles - number of reported cases"
"GNB",2017,11,"WHS3_62","Measles - number of reported cases"
"MLT",1991,8,"WHS3_62","Measles - number of reported cases"
"ZAF",1999,385,"WHS3_62","Measles - number of reported cases"
"BDI",1989,28014,"WHS3_62","Measles - number of reported cases"
"PRK",2024,0,"WHS3_62","Measles - number of reported cases"
"ALB",1997,2386,"WHS3_62","Measles - number of reported cases"
"NGA",2018,7063,"WHS3_62","Measles - number of reported cases"
"BGD",2008,2660,"WHS3_62","Measles - number of reported cases"
"CAN",1990,1033,"WHS3_62","Measles - number of reported cases"
"NLD",1979,56,"WHS3_62","Measles - number of reported cases"
"KGZ",2005,53,"WHS3_62","Measles - number of reported cases"
"NER",1996,68921,"WHS3_62","Measles - number of reported cases"
"TGO",1978,37445,"WHS3_62","Measles - number of reported cases"
"MAC",1984,110,"WHS3_62","Measles - number of reported cases"
"GMB",2019,1,"WHS3_62","Measles - number of reported cases"
"NLD",2018,24,"WHS3_62","Measles - number of reported cases"
"SRB",1982,13826,"WHS3_62","Measles - number of reported cases"
"VNM",1980,86901,"WHS3_62","Measles - number of reported cases"
"TTO",1983,2392,"WHS3_62","Measles - number of reported cases"
"AND",2020,0,"WHS3_62","Measles - number of reported cases"
"BGR",1995,172,"WHS3_62","Measles - number of reported cases"
"TUN",2018,13,"WHS3_62","Measles - number of reported cases"
"AGO",2011,1449,"WHS3_62","Measles - number of reported cases"
"SWZ",1991,1467,"WHS3_62","Measles - number of reported cases"
"GEO",2003,216,"WHS3_62","Measles - number of reported cases"
"BLZ",1986,124,"WHS3_62","Measles - number of reported cases"
"LSO",2023,17,"WHS3_62","Measles - number of reported cases"
"CIV",2021,1837,"WHS3_62","Measles - number of reported cases"
"BGR",2008,1,"WHS3_62","Measles - number of reported cases"
"ALB",2018,1469,"WHS3_62","Measles - number of reported cases"
"HND",2001,0,"WHS3_62","Measles - number of reported cases"
"COG",1981,9668,"WHS3_62","Measles - number of reported cases"
"JPN",1993,2002,"WHS3_62","Measles - number of reported cases"
"ETH",1997,1113,"WHS3_62","Measles - number of reported cases"
"SEN",1981,34516,"WHS3_62","Measles - number of reported cases"
"MEX",2008,0,"WHS3_62","Measles - number of reported cases"
"TON",1990,65,"WHS3_62","Measles - number of reported cases"
"ASM",1996,0,"WHS3_62","Measles - number of reported cases"
"TUN",2001,231,"WHS3_62","Measles - number of reported cases"
"EST",2000,9,"WHS3_62","Measles - number of reported cases"
"PAN",2022,0,"WHS3_62","Measles - number of reported cases"
"LBY",1989,207,"WHS3_62","Measles - number of reported cases"
"MDG",1979,146887,"WHS3_62","Measles - number of reported cases"
"CUB",2003,0,"WHS3_62","Measles - number of reported cases"
"AGO",1993,9273,"WHS3_62","Measles - number of reported cases"
"MNG",1977,3045,"WHS3_62","Measles - number of reported cases"
"OMN",2019,0,"WHS3_62","Measles - number of reported cases"
"GAB",1979,3172,"WHS3_62","Measles - number of reported cases"
"TTO",1993,0,"WHS3_62","Measles - number of reported cases"
"SGP",1983,677,"WHS3_62","Measles - number of reported cases"
"URY",2002,0,"WHS3_62","Measles - number of reported cases"
"BFA",1982,20940,"WHS3_62","Measles - number of reported cases"
"SLE",1990,830,"WHS3_62","Measles - number of reported cases"
"ATG",1987,0,"WHS3_62","Measles - number of reported cases"
"SRB",2008,2,"WHS3_62","Measles - number of reported cases"
"VCT",2020,0,"WHS3_62","Measles - number of reported cases"
"MOZ",2021,619,"WHS3_62","Measles - number of reported cases"
"SLV",1994,0,"WHS3_62","Measles - number of reported cases"
"SAU",1986,22830,"WHS3_62","Measles - number of reported cases"
"AUS",1997,853,"WHS3_62","Measles - number of reported cases"
"TCD",2024,6978,"WHS3_62","Measles - number of reported cases"
"BTN",1980,1642,"WHS3_62","Measles - number of reported cases"
"CHL",2013,0,"WHS3_62","Measles - number of reported cases"
"POL",1996,639,"WHS3_62","Measles - number of reported cases"
"LBN",1994,51,"WHS3_62","Measles - number of reported cases"
"COL",1998,61,"WHS3_62","Measles - number of reported cases"
"SWZ",2001,49,"WHS3_62","Measles - number of reported cases"
"KWT",1979,2086,"WHS3_62","Measles - number of reported cases"
"KAZ",2003,24,"WHS3_62","Measles - number of reported cases"
"COD",2000,8282,"WHS3_62","Measles - number of reported cases"
"CHN",2017,5941,"WHS3_62","Measles - number of reported cases"
"SWZ",2008,1,"WHS3_62","Measles - number of reported cases"
"BOL",1977,8194,"WHS3_62","Measles - number of reported cases"
"BLR",1997,135,"WHS3_62","Measles - number of reported cases"
"TKM",2021,0,"WHS3_62","Measles - number of reported cases"
"CUB",2010,0,"WHS3_62","Measles - number of reported cases"
"ROU",1987,11833,"WHS3_62","Measles - number of reported cases"
"IRL",2009,164,"WHS3_62","Measles - number of reported cases"
"GIN",1981,11397,"WHS3_62","Measles - number of reported cases"
"NIC",1984,153,"WHS3_62","Measles - number of reported cases"
"BDI",1991,10397,"WHS3_62","Measles - number of reported cases"
"VGB",2003,0,"WHS3_62","Measles - number of reported cases"
"NLD",2021,0,"WHS3_62","Measles - number of reported cases"
"AUT",2018,77,"WHS3_62","Measles - number of reported cases"
"USA",1977,57345,"WHS3_62","Measles - number of reported cases"
"MDV",1983,0,"WHS3_62","Measles - number of reported cases"
"VUT",2008,0,"WHS3_62","Measles - number of reported cases"
"PRY",2005,0,"WHS3_62","Measles - number of reported cases"
"AFR",1990,481204,"WHS3_62","Measles - number of reported cases"
"SWE",1976,8774,"WHS3_62","Measles - number of reported cases"
"BOL",1990,820,"WHS3_62","Measles - number of reported cases"
"SDN",2023,1377,"WHS3_62","Measles - number of reported cases"
"SGP",2010,50,"WHS3_62","Measles - number of reported cases"
"CRI",2010,0,"WHS3_62","Measles - number of reported cases"
"JOR",1997,7026,"WHS3_62","Measles - number of reported cases"
"ATG",1996,0,"WHS3_62","Measles - number of reported cases"
"WSM",1974,538,"WHS3_62","Measles - number of reported cases"
"ISR",1985,3005,"WHS3_62","Measles - number of reported cases"
"AGO",2009,2807,"WHS3_62","Measles - number of reported cases"
"IRQ",2001,4088,"WHS3_62","Measles - number of reported cases"
"DJI",1985,108,"WHS3_62","Measles - number of reported cases"
"YEM",1978,7744,"WHS3_62","Measles - number of reported cases"
"LUX",1987,153,"WHS3_62","Measles - number of reported cases"
"POL",2023,35,"WHS3_62","Measles - number of reported cases"
"CPV",1993,0,"WHS3_62","Measles - number of reported cases"
"ALB",1986,0,"WHS3_62","Measles - number of reported cases"
"BOL",1999,1441,"WHS3_62","Measles - number of reported cases"
"TUN",2013,16,"WHS3_62","Measles - number of reported cases"
"DEU",2008,917,"WHS3_62","Measles - number of reported cases"
"AIA",1981,0,"WHS3_62","Measles - number of reported cases"
"MOZ",1990,18082,"WHS3_62","Measles - number of reported cases"
"CHE",2001,700,"WHS3_62","Measles - number of reported cases"
"UGA",1994,49815,"WHS3_62","Measles - number of reported cases"
"KHM",2019,684,"WHS3_62","Measles - number of reported cases"
"BGD",2017,4001,"WHS3_62","Measles - number of reported cases"
"SYC",2014,0,"WHS3_62","Measles - number of reported cases"
"UGA",2008,1319,"WHS3_62","Measles - number of reported cases"
"GNQ",2015,1250,"WHS3_62","Measles - number of reported cases"
"TCD",1979,306,"WHS3_62","Measles - number of reported cases"
"MNG",1988,3044,"WHS3_62","Measles - number of reported cases"
"PRK",1998,0,"WHS3_62","Measles - number of reported cases"
"TCD",2010,194,"WHS3_62","Measles - number of reported cases"
"LSO",2024,2,"WHS3_62","Measles - number of reported cases"
"DNK",1980,28249,"WHS3_62","Measles - number of reported cases"
"GUY",1994,0,"WHS3_62","Measles - number of reported cases"
"CIV",1978,11670,"WHS3_62","Measles - number of reported cases"
"ECU",1983,2556,"WHS3_62","Measles - number of reported cases"
"THA",1994,38659,"WHS3_62","Measles - number of reported cases"
"ISL",1986,132,"WHS3_62","Measles - number of reported cases"
"SEN",1975,26567,"WHS3_62","Measles - number of reported cases"
"TKM",2001,9,"WHS3_62","Measles - number of reported cases"
"COD",1974,57774,"WHS3_62","Measles - number of reported cases"
"ARG",1992,20551,"WHS3_62","Measles - number of reported cases"
"ECU",2022,0,"WHS3_62","Measles - number of reported cases"
"EMR",2000,38592,"WHS3_62","Measles - number of reported cases"
"PAN",1977,2545,"WHS3_62","Measles - number of reported cases"
"MCO",1998,0,"WHS3_62","Measles - number of reported cases"
"ARG",2015,0,"WHS3_62","Measles - number of reported cases"
"DJI",1979,1120,"WHS3_62","Measles - number of reported cases"
"PYF",1981,1281,"WHS3_62","Measles - number of reported cases"
"CYM",1993,0,"WHS3_62","Measles - number of reported cases"
"ZWE",2006,212,"WHS3_62","Measles - number of reported cases"
"KNA",1978,9,"WHS3_62","Measles - number of reported cases"
"ROU",2022,17,"WHS3_62","Measles - number of reported cases"
"GBR",1978,133811,"WHS3_62","Measles - number of reported cases"
"PNG",1997,678,"WHS3_62","Measles - number of reported cases"
"BEN",1993,4102,"WHS3_62","Measles - number of reported cases"
"GIN",1987,7357,"WHS3_62","Measles - number of reported cases"
"ETH",1975,5157,"WHS3_62","Measles - number of reported cases"
"NCL",2013,0,"WHS3_62","Measles - number of reported cases"
"SRB",2024,892,"WHS3_62","Measles - number of reported cases"
"DOM",2016,0,"WHS3_62","Measles - number of reported cases"
"BDI",2015,9,"WHS3_62","Measles - number of reported cases"
"BGD",2013,237,"WHS3_62","Measles - number of reported cases"
"TCD",2011,8650,"WHS3_62","Measles - number of reported cases"
"GHA",1986,11099,"WHS3_62","Measles - number of reported cases"
"BDI",2018,9,"WHS3_62","Measles - number of reported cases"
"NCL",1975,222,"WHS3_62","Measles - number of reported cases"
"BRN",2010,0,"WHS3_62","Measles - number of reported cases"
"GAB",2017,1075,"WHS3_62","Measles - number of reported cases"
"LAO",1983,1076,"WHS3_62","Measles - number of reported cases"
"NPL",2012,3362,"WHS3_62","Measles - number of reported cases"
"SWZ",2017,0,"WHS3_62","Measles - number of reported cases"
"JOR",1976,827,"WHS3_62","Measles - number of reported cases"
"SLB",1986,0,"WHS3_62","Measles - number of reported cases"
"TCA",1991,8,"WHS3_62","Measles - number of reported cases"
"NLD",1992,472,"WHS3_62","Measles - number of reported cases"
"NPL",2023,963,"WHS3_62","Measles - number of reported cases"
"COD",2016,5092,"WHS3_62","Measles - number of reported cases"
"MHL",1989,13,"WHS3_62","Measles - number of reported cases"
"CYM",2017,0,"WHS3_62","Measles - number of reported cases"
"MDG",1990,14459,"WHS3_62","Measles - number of reported cases"
"LBY",1990,931,"WHS3_62","Measles - number of reported cases"
"GHA",1978,107381,"WHS3_62","Measles - number of reported cases"
"DOM",1975,4224,"WHS3_62","Measles - number of reported cases"
"LSO",1978,6458,"WHS3_62","Measles - number of reported cases"
"AFG",1989,1170,"WHS3_62","Measles - number of reported cases"
"MCO",1988,0,"WHS3_62","Measles - number of reported cases"
"BGD",1978,18576,"WHS3_62","Measles - number of reported cases"
"SRB",1981,20878,"WHS3_62","Measles - number of reported cases"
"MKD",1994,229,"WHS3_62","Measles - number of reported cases"
"FJI",2016,5,"WHS3_62","Measles - number of reported cases"
"CHE",1990,1990,"WHS3_62","Measles - number of reported cases"
"SLE",2000,3575,"WHS3_62","Measles - number of reported cases"
"IRN",2007,133,"WHS3_62","Measles - number of reported cases"
"JAM",2011,1,"WHS3_62","Measles - number of reported cases"
"UZB",2013,0,"WHS3_62","Measles - number of reported cases"
"EMR",1984,218335,"WHS3_62","Measles - number of reported cases"
"VUT",1978,378,"WHS3_62","Measles - number of reported cases"
"HKG",1981,249,"WHS3_62","Measles - number of reported cases"
"USA",1974,22094,"WHS3_62","Measles - number of reported cases"
"HTI",2005,0,"WHS3_62","Measles - number of reported cases"
"LBR",1980,6567,"WHS3_62","Measles - number of reported cases"
"MLT",2002,7,"WHS3_62","Measles - number of reported cases"
"CAN",1994,523,"WHS3_62","Measles - number of reported cases"
"DMA",1988,10,"WHS3_62","Measles - number of reported cases"
"CAN",2016,11,"WHS3_62","Measles - number of reported cases"
"MHL",2001,0,"WHS3_62","Measles - number of reported cases"
"BLR",2015,2,"WHS3_62","Measles - number of reported cases"
"LSO",2002,0,"WHS3_62","Measles - number of reported cases"
"DMA",1977,85,"WHS3_62","Measles - number of reported cases"
"AIA",2018,0,"WHS3_62","Measles - number of reported cases"
"VUT",2024,0,"WHS3_62","Measles - number of reported cases"
"NLD",1984,82,"WHS3_62","Measles - number of reported cases"
"IRL",2015,4,"WHS3_62","Measles - number of reported cases"
"MDA",2023,3,"WHS3_62","Measles - number of reported cases"
"GMB",1999,856,"WHS3_62","Measles - number of reported cases"
"MMR",1984,16580,"WHS3_62","Measles - number of reported cases"
"COM",2002,0,"WHS3_62","Measles - number of reported cases"
"MNG",1982,209,"WHS3_62","Measles - number of reported cases"
"WPR",1980,1319640,"WHS3_62","Measles - number of reported cases"
"CZE",2014,222,"WHS3_62","Measles - number of reported cases"
"TJK",2008,0,"WHS3_62","Measles - number of reported cases"
"MHL",2004,0,"WHS3_62","Measles - number of reported cases"
"HND",1978,5219,"WHS3_62","Measles - number of reported cases"
"DZA",2018,3356,"WHS3_62","Measles - number of reported cases"
"BLR",2009,0,"WHS3_62","Measles - number of reported cases"
"TON",2007,0,"WHS3_62","Measles - number of reported cases"
"MOZ",2017,122,"WHS3_62","Measles - number of reported cases"
"CYP",1980,0,"WHS3_62","Measles - number of reported cases"
"SYC",2019,0,"WHS3_62","Measles - number of reported cases"
"BLZ",1985,7,"WHS3_62","Measles - number of reported cases"
"MUS",1984,6,"WHS3_62","Measles - number of reported cases"
"BGR",1982,281,"WHS3_62","Measles - number of reported cases"
"PER",1983,7619,"WHS3_62","Measles - number of reported cases"
"GUY",1978,11,"WHS3_62","Measles - number of reported cases"
"DNK",2004,0,"WHS3_62","Measles - number of reported cases"
"IRL",2023,4,"WHS3_62","Measles - number of reported cases"
"HKG",1987,194,"WHS3_62","Measles - number of reported cases"
"GHA",1989,19997,"WHS3_62","Measles - number of reported cases"
"GRC",1992,3448,"WHS3_62","Measles - number of reported cases"
"LAO",1974,22,"WHS3_62","Measles - number of reported cases"
"SUR",1999,0,"WHS3_62","Measles - number of reported cases"
"AUT",1993,60,"WHS3_62","Measles - number of reported cases"
"GNQ",1992,297,"WHS3_62","Measles - number of reported cases"
"BEL",1991,7216,"WHS3_62","Measles - number of reported cases"
"TGO",2010,120,"WHS3_62","Measles - number of reported cases"
"TUN",1997,371,"WHS3_62","Measles - number of reported cases"
"HTI",2009,0,"WHS3_62","Measles - number of reported cases"
"TUN",2024,16,"WHS3_62","Measles - number of reported cases"
"PER",1989,1145,"WHS3_62","Measles - number of reported cases"
"GIN",2005,99,"WHS3_62","Measles - number of reported cases"
"VEN",2020,0,"WHS3_62","Measles - number of reported cases"
"KGZ",2015,17779,"WHS3_62","Measles - number of reported cases"
"MNG",2023,0,"WHS3_62","Measles - number of reported cases"
"BRB",1974,200,"WHS3_62","Measles - number of reported cases"
"MDV",1989,0,"WHS3_62","Measles - number of reported cases"
"HUN",2006,1,"WHS3_62","Measles - number of reported cases"
"IDN",2018,5300,"WHS3_62","Measles - number of reported cases"
"URY",1998,6,"WHS3_62","Measles - number of reported cases"
"MLI",2012,341,"WHS3_62","Measles - number of reported cases"
"ECU",1981,4678,"WHS3_62","Measles - number of reported cases"
"KWT",1995,12,"WHS3_62","Measles - number of reported cases"
"COK",1998,9,"WHS3_62","Measles - number of reported cases"
"CHN",2003,71879,"WHS3_62","Measles - number of reported cases"
"IRL",1999,147,"WHS3_62","Measles - number of reported cases"
"CPV",1985,3048,"WHS3_62","Measles - number of reported cases"
"GAB",2024,32,"WHS3_62","Measles - number of reported cases"
"AFG",2016,638,"WHS3_62","Measles - number of reported cases"
"DOM",1985,4417,"WHS3_62","Measles - number of reported cases"
"BDI",1995,14782,"WHS3_62","Measles - number of reported cases"
"HTI",1997,0,"WHS3_62","Measles - number of reported cases"
"BWA",1995,478,"WHS3_62","Measles - number of reported cases"
"BRA",1988,26179,"WHS3_62","Measles - number of reported cases"
"ITA",1994,6158,"WHS3_62","Measles - number of reported cases"
"BDI",1993,23869,"WHS3_62","Measles - number of reported cases"
"SEN",2017,11,"WHS3_62","Measles - number of reported cases"
"GTM",2024,0,"WHS3_62","Measles - number of reported cases"
"UGA",2004,141,"WHS3_62","Measles - number of reported cases"
"MLT",1979,30,"WHS3_62","Measles - number of reported cases"
"GTM",2002,0,"WHS3_62","Measles - number of reported cases"
"COG",2010,4,"WHS3_62","Measles - number of reported cases"
"VCT",2002,0,"WHS3_62","Measles - number of reported cases"
"GUY",2019,0,"WHS3_62","Measles - number of reported cases"
"KAZ",2007,13,"WHS3_62","Measles - number of reported cases"
"TLS",2013,4,"WHS3_62","Measles - number of reported cases"
"DNK",1992,129,"WHS3_62","Measles - number of reported cases"
"GTM",1987,400,"WHS3_62","Measles - number of reported cases"
"BFA",2023,680,"WHS3_62","Measles - number of reported cases"
"IRL",2002,243,"WHS3_62","Measles - number of reported cases"
"KHM",2008,4211,"WHS3_62","Measles - number of reported cases"
"AFG",2019,353,"WHS3_62","Measles - number of reported cases"
"ECU",2005,0,"WHS3_62","Measles - number of reported cases"
"PHL",1982,35989,"WHS3_62","Measles - number of reported cases"
"MWI",2007,143,"WHS3_62","Measles - number of reported cases"
"PRK",1991,0,"WHS3_62","Measles - number of reported cases"
"DEU",1974,400,"WHS3_62","Measles - number of reported cases"
"TTO",2012,0,"WHS3_62","Measles - number of reported cases"
"GRD",2007,0,"WHS3_62","Measles - number of reported cases"
"TON",1991,18,"WHS3_62","Measles - number of reported cases"
"KIR",2019,3,"WHS3_62","Measles - number of reported cases"
"KIR",2002,0,"WHS3_62","Measles - number of reported cases"
"SOM",2014,10229,"WHS3_62","Measles - number of reported cases"
"CPV",2007,0,"WHS3_62","Measles - number of reported cases"
"PLW",1998,1,"WHS3_62","Measles - number of reported cases"
"NCL",1981,77,"WHS3_62","Measles - number of reported cases"
"GTM",1984,3072,"WHS3_62","Measles - number of reported cases"
"VEN",2018,5667,"WHS3_62","Measles - number of reported cases"
"NGA",2020,8877,"WHS3_62","Measles - number of reported cases"
"SYR",2007,403,"WHS3_62","Measles - number of reported cases"
"PSE",1997,28,"WHS3_62","Measles - number of reported cases"
"LUX",2023,0,"WHS3_62","Measles - number of reported cases"
"SOM",2007,1149,"WHS3_62","Measles - number of reported cases"
"BHS",1997,1,"WHS3_62","Measles - number of reported cases"
"IRL",2016,43,"WHS3_62","Measles - number of reported cases"
"SLV",1996,1,"WHS3_62","Measles - number of reported cases"
"CAN",2024,147,"WHS3_62","Measles - number of reported cases"
"PRY",2020,0,"WHS3_62","Measles - number of reported cases"
"BHS",1996,0,"WHS3_62","Measles - number of reported cases"
"SYR",1993,2300,"WHS3_62","Measles - number of reported cases"
"TKL",1996,0,"WHS3_62","Measles - number of reported cases"
"PRT",1997,129,"WHS3_62","Measles - number of reported cases"
"MAR",1994,3512,"WHS3_62","Measles - number of reported cases"
"UGA",2007,3776,"WHS3_62","Measles - number of reported cases"
"LUX",2006,8,"WHS3_62","Measles - number of reported cases"
"MLT",1989,17,"WHS3_62","Measles - number of reported cases"
"DOM",2014,0,"WHS3_62","Measles - number of reported cases"
"CAN",2021,0,"WHS3_62","Measles - number of reported cases"
"PNG",1995,3730,"WHS3_62","Measles - number of reported cases"
"CUB",1983,3287,"WHS3_62","Measles - number of reported cases"
"BHR",1999,38,"WHS3_62","Measles - number of reported cases"
"BMU",2001,0,"WHS3_62","Measles - number of reported cases"
"GNQ",1991,32,"WHS3_62","Measles - number of reported cases"
"GUY",1979,910,"WHS3_62","Measles - number of reported cases"
"CHL",1978,15381,"WHS3_62","Measles - number of reported cases"
"BHS",2002,0,"WHS3_62","Measles - number of reported cases"
"PRK",1985,0,"WHS3_62","Measles - number of reported cases"
"GRD",1992,0,"WHS3_62","Measles - number of reported cases"
"AND",2000,2,"WHS3_62","Measles - number of reported cases"
"VNM",1999,14134,"WHS3_62","Measles - number of reported cases"
"STP",1976,24,"WHS3_62","Measles - number of reported cases"
"MDV",1998,0,"WHS3_62","Measles - number of reported cases"
"MNG",1995,555,"WHS3_62","Measles - number of reported cases"
"GHA",1980,82684,"WHS3_62","Measles - number of reported cases"
"BTN",1992,103,"WHS3_62","Measles - number of reported cases"
"CPV",1989,1,"WHS3_62","Measles - number of reported cases"
"COD",1992,63,"WHS3_62","Measles - number of reported cases"
"TCD",2012,120,"WHS3_62","Measles - number of reported cases"
"GTM",2009,0,"WHS3_62","Measles - number of reported cases"
"BFA",2005,253,"WHS3_62","Measles - number of reported cases"
"MOZ",2011,177,"WHS3_62","Measles - number of reported cases"
"ABW",2021,0,"WHS3_62","Measles - number of reported cases"
"TTO",1977,1602,"WHS3_62","Measles - number of reported cases"
"EST",2012,4,"WHS3_62","Measles - number of reported cases"
"EMR",1986,171208,"WHS3_62","Measles - number of reported cases"
"MEX",1995,244,"WHS3_62","Measles - number of reported cases"
"AGO",2002,11945,"WHS3_62","Measles - number of reported cases"
"CYP",2017,3,"WHS3_62","Measles - number of reported cases"
"CRI",2000,0,"WHS3_62","Measles - number of reported cases"
"GUM",1994,228,"WHS3_62","Measles - number of reported cases"
"KOR",2000,32647,"WHS3_62","Measles - number of reported cases"
"ARE",1995,671,"WHS3_62","Measles - number of reported cases"
"SWE",2009,3,"WHS3_62","Measles - number of reported cases"
"CUB",1997,0,"WHS3_62","Measles - number of reported cases"
"MHL",1977,0,"WHS3_62","Measles - number of reported cases"
"HKG",1975,138,"WHS3_62","Measles - number of reported cases"
"SWE",2017,41,"WHS3_62","Measles - number of reported cases"
"MSR",2001,0,"WHS3_62","Measles - number of reported cases"
"MAC",1980,73,"WHS3_62","Measles - number of reported cases"
"MWI",2024,958,"WHS3_62","Measles - number of reported cases"
"HUN",2012,2,"WHS3_62","Measles - number of reported cases"
"PER",1984,13039,"WHS3_62","Measles - number of reported cases"
"GMB",1981,262,"WHS3_62","Measles - number of reported cases"
"DEU",2010,780,"WHS3_62","Measles - number of reported cases"
"GHA",2002,12289,"WHS3_62","Measles - number of reported cases"
"MAC",2015,0,"WHS3_62","Measles - number of reported cases"
"JAM",2002,0,"WHS3_62","Measles - number of reported cases"
"COK",2011,0,"WHS3_62","Measles - number of reported cases"
"CMR",1991,14622,"WHS3_62","Measles - number of reported cases"
"DJI",1977,899,"WHS3_62","Measles - number of reported cases"
"BHS",2015,0,"WHS3_62","Measles - number of reported cases"
"KEN",1982,270767,"WHS3_62","Measles - number of reported cases"
"MEX",1988,3915,"WHS3_62","Measles - number of reported cases"
"CYP",1983,183,"WHS3_62","Measles - number of reported cases"
