"iso3","year","value","indicator_code","indicator_name"
"MRT",2012,75,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"LBN",2009,88,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"AND",2005,94,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"AFG",2019,57,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"PSE",2012,98,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BDI",2020,90,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"LUX",2011,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"ZMB",2024,88,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"NPL",2020,87,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"TUV",2007,95,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"LBY",2006,98,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"ALB",2012,98,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"URY",2000,89,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"OMN",2013,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"TCD",2001,26,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"GNQ",2014,53,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"CAN",2013,90,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"PNG",2021,35,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"PRT",2021,98,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"VUT",2017,80,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"ARG",2024,82,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"PER",2023,84,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"CHN",2015,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"RUS",2019,98,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"GBR",2019,91,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BLZ",2012,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SLB",2016,82,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"HRV",2021,89,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"CHL",2003,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"MYS",2008,95,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BTN",2020,93,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"UKR",2016,42,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"MDA",2021,83,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"HND",2020,82,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SWE",2019,97,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"GUY",2014,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"KWT",2022,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"PRY",2020,80,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SDN",2014,86,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"ARE",2005,92,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"VNM",2002,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SWZ",2011,87,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BHR",2019,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"UZB",2011,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SWE",2004,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"NRU",2017,95,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SYR",2013,69,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SUR",2009,88,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"LVA",2010,95,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"CRI",2006,90,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"VCT",2007,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SLE",2011,84,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"MDG",2001,59,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"WPR",2023,91,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"DEU",2005,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"MMR",2012,84,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SAU",2016,98,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"RWA",2003,90,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"MEX",2004,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"FJI",2017,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"MMR",2022,75,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"CAF",2000,36,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"UKR",2024,91,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SEN",2011,84,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SGP",2019,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"TKM",2005,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"CPV",2011,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"NLD",2011,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"NER",2015,85,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"KIR",2016,80,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"EGY",2014,93,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"CIV",2005,84,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"TUV",2024,97,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"NAM",2012,76,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"URY",2021,93,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"PRT",2011,97,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"HTI",2002,53,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"NIU",2008,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SYR",2014,65,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"ARG",2022,85,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BEN",2018,61,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"AMR",2012,94,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BDI",2018,88,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"MKD",2002,98,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BWA",2008,95,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SAU",2017,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"PSE",2005,98,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"UZB",2003,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BLZ",2007,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"MMR",2010,88,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"KIR",2003,72,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BIH",2011,89,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"CMR",2022,68,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"PER",2012,94,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"GUY",2004,88,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BHS",2008,90,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"ZAF",2007,68,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"IRQ",2020,93,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BLZ",2002,88,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BWA",2019,97,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"ATG",2014,93,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"NER",2004,45,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"NIU",2006,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"AGO",2007,58,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SVN",2000,95,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BIH",2014,89,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SYC",2013,97,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"PNG",2014,65,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"POL",2002,98,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"COM",2017,75,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"HND",2013,97,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"EGY",2012,93,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"ARG",2012,94,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"DOM",2009,81,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"CRI",2009,81,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"ATG",2012,98,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BIH",2010,91,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"LBY",2002,91,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SDN",2008,79,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"TCD",2007,31,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"VUT",2006,53,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"GEO",2006,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"DZA",2005,83,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"MNE",2021,18,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BTN",2022,97,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"GTM",2008,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"FIN",2005,97,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"VNM",2005,95,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"CRI",2002,94,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"FIN",2007,98,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"GTM",2024,90,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"THA",2021,93,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"ROU",2021,86,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"DJI",2006,67,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BOL",2009,93,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"JAM",2024,94,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"ATG",2001,97,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"WPR",2024,92,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"JAM",2002,86,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"ISR",2022,98,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"DJI",2021,50,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"AGO",2005,45,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"ARG",2015,89,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"STP",2022,82,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"PLW",2018,90,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"CZE",2009,98,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BIH",2006,85,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"DJI",2000,50,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"PRT",2014,98,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"EST",2020,91,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"PAK",2006,59,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BGR",2024,94,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"LAO",2001,50,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"KHM",2021,83,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SSD",2018,61,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"MEX",2012,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"CAN",2024,92,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"WSM",2011,59,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SEN",2001,48,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"VUT",2001,60,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BGR",2020,88,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"ARM",2015,97,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"VUT",2012,80,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"FJI",2021,98,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"THA",2023,93,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"RWA",2015,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"MNG",2023,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"ARG",2017,90,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"EMR",2005,73,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"EST",2023,85,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"NGA",2010,56,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"IDN",2023,82,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"CPV",2017,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"IND",2016,88,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"NOR",2010,93,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"IRN",2002,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"KWT",2001,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"AFR",2008,68,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"COM",2013,82,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"CUB",2022,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BFA",2020,88,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BRN",2008,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SVN",2010,95,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"VCT",2003,94,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"TCD",2000,28,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"RUS",2001,97,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"AGO",2011,59,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"GHA",2007,95,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"PHL",2012,84,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"URY",2019,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BWA",2014,97,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"PHL",2024,80,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"RUS",2017,98,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"AUS",2003,94,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"YEM",2008,69,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"DEU",2020,97,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BGD",2004,81,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"JOR",2017,93,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"FRA",2007,90,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"GNB",2009,69,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"GRD",2003,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"PLW",2012,91,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"ARE",2002,94,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SVN",2016,92,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"GBR",2001,85,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"MYS",2018,98,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BOL",2002,91,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"CIV",2022,62,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"GHA",2015,89,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"NLD",2010,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"QAT",2023,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"IRL",2019,91,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"KGZ",2006,97,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"RUS",2008,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"HTI",2023,72,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BHS",2016,89,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"WPR",2006,93,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"GNB",2016,80,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BHR",2021,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"ITA",2018,93,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"STP",2009,90,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"PAN",2011,97,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"MCO",2015,89,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"LBR",2007,71,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"NAM",2003,70,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"AFR",2021,68,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"QAT",2016,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"ARE",2010,94,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"MMR",2015,84,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SUR",2004,86,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"AND",2000,97,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"TUR",2001,91,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"NIU",2002,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"BFA",2000,48,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"GRC",2000,89,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"LUX",2024,99,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"SLV",2016,98,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"GAB",2000,55,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"MWI",2003,77,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"VUT",2008,62,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
"URY",2023,96,"WHS8_110","Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)"
